Account Number,INVOICE_ID,INVOICE_AMOUNT,INVOICE_DATE,INVOICE_CURRENCY_CODE,Source Entity,INVOICE_TYPE,Source Description,SUPPLIER_NUMBER,SUPPLIER_NAME,LINE_NUMBER,LINE_TYPE,LINE_AMOUNT,Product Line Description,CHARGE_ACCOUNT
76564,105120,871.01,2026-04-17,USD,Conversion,STANDARD,,102760,CAMBRIDGE AIR SOLUTIONS,1,ITEM,871.01,Etairos_Line_1,1270.1209.000.000.115101.0000.000
76586,104292,13935.67,2026-04-22,USD,Conversion,STANDARD,JCW-01056,102760,CAMBRIDGE AIR SOLUTIONS,1,ITEM,13935.67,Etairos_Line_1,1270.1209.100.000.511000.0000.000
76587,104293,13935.67,2026-04-22,USD,Conversion,STANDARD,JCW-01056,102760,CAMBRIDGE AIR SOLUTIONS,1,ITEM,13935.67,Etairos_Line_1,1270.1209.100.000.511000.0000.000
76695,105121,1642.32,2026-04-28,USD,Conversion,STANDARD,,102760,CAMBRIDGE AIR SOLUTIONS,1,ITEM,1642.32,Etairos_Line_1,1270.1209.000.000.115101.0000.000
76859,104294,36226.96,2026-05-19,USD,Conversion,STANDARD,JCW-01057,102760,CAMBRIDGE AIR SOLUTIONS,1,ITEM,36226.96,Etairos_Line_1,1270.1209.100.000.511000.0000.000
76927,104295,50647.53,2026-05-29,USD,Conversion,STANDARD,WJT-01104,102760,CAMBRIDGE AIR SOLUTIONS,1,ITEM,50647.53,Etairos_Line_1,1270.1209.100.000.511000.0000.000
7850372,104296,495.12,2026-05-06,USD,Conversion,STANDARD,RGB-01154,102437,BARD MANUFACTURING CO INC,1,ITEM,495.12,Etairos_Line_1,1270.1207.100.000.511000.0000.000
7850373,104297,110.26,2026-05-06,USD,Conversion,STANDARD,RGB-01286,102437,BARD MANUFACTURING CO INC,1,ITEM,110.26,Etairos_Line_1,1270.1209.100.000.511000.0000.000
7851050,104298,89.51,2026-05-12,USD,Conversion,STANDARD,RGB-01286,102437,BARD MANUFACTURING CO INC,1,ITEM,89.51,Etairos_Line_1,1270.1209.100.000.511000.0000.000
7851164,104299,7499.3,2026-05-12,USD,Conversion,STANDARD,RGB-01322,102437,BARD MANUFACTURING CO INC,1,ITEM,7499.3,Etairos_Line_1,1270.1209.100.000.511000.0000.000
7851455,104300,8928.27,2026-05-13,USD,Conversion,STANDARD,JPH-10190,102437,BARD MANUFACTURING CO INC,1,ITEM,8928.27,Etairos_Line_1,1270.1207.100.000.511000.0000.000
7851545,104301,-61.63,2026-05-15,USD,Conversion,CREDIT,RGB-01286,102437,BARD MANUFACTURING CO INC,1,ITEM,-61.63,Etairos_Line_1,1270.1209.100.000.511000.0000.000
7852901,104302,176.43,2026-05-27,USD,Conversion,STANDARD,GPB-10237,102437,BARD MANUFACTURING CO INC,1,ITEM,176.43,Etairos_Line_1,1270.1209.100.000.511000.0000.000
81588763,105122,317.07,2026-04-28,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,317.07,Etairos_Line_1,1270.1209.000.000.115101.0000.000
81588786,105123,72.5,2026-04-29,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,72.5,Etairos_Line_1,1270.1209.000.000.115101.0000.000
81588899,105124,806.2,2026-04-30,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,806.2,Etairos_Line_1,1270.1209.000.000.115101.0000.000
81588954,105125,797.6,2026-05-01,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,797.6,Etairos_Line_1,1270.1209.000.000.115101.0000.000
81588976,105126,159.8,2026-05-01,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,159.8,Etairos_Line_1,1270.1209.000.000.115101.0000.000
81589043,105127,1490,2026-05-04,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,1490,Etairos_Line_1,1270.1209.000.000.115101.0000.000
81589226,105128,226.3,2026-05-07,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,226.3,Etairos_Line_1,1270.1209.000.000.115101.0000.000
81589276,105129,685.22,2026-05-08,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,685.22,Etairos_Line_1,1270.1209.000.000.115101.0000.000
81589279,105130,114.77,2026-05-08,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,114.77,Etairos_Line_1,1270.1209.000.000.115101.0000.000
81589401,105131,5325.81,2026-05-12,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,5325.81,Etairos_Line_1,1270.1209.000.000.115101.0000.000
81589474,105132,395.21,2026-05-12,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,395.21,Etairos_Line_1,1270.1209.000.000.115101.0000.000
81589488,105133,197.39,2026-05-12,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,197.39,Etairos_Line_1,1270.1209.000.000.115101.0000.000
81589686,104303,32.26,2026-05-18,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,32.26,Etairos_Line_1,1270.1209.100.000.511000.0000.000
81589718,105134,63.05,2026-05-18,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,63.05,Etairos_Line_1,1270.1209.000.000.115101.0000.000
81589845,105135,2188.69,2026-05-20,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,2188.69,Etairos_Line_1,1270.1207.000.000.115101.0000.000
81589942,105136,229.87,2026-05-21,USD,Conversion,STANDARD,,102770,J M O'CONNOR INC,1,ITEM,229.87,Etairos_Line_1,1270.1207.000.000.115101.0000.000
831653001,104304,198.69,2026-05-11,USD,Conversion,STANDARD,,100617,JOHNSTONE SUPPLY,1,ITEM,198.69,Etairos_Line_1,1270.1209.200.000.511000.0000.000
84314,104305,2750,2026-04-27,USD,Conversion,STANDARD,EKS-01098,102972,GRAHAM AC SERVICE,1,ITEM,2750,Etairos_Line_1,1270.1207.100.000.511000.0000.000
84315,104306,3950,2026-04-30,USD,Conversion,STANDARD,EKS-01098,102972,GRAHAM AC SERVICE,1,ITEM,3950,Etairos_Line_1,1270.1207.100.000.511000.0000.000
84319,104307,1550,2026-05-05,USD,Conversion,STANDARD,EKS-01098,102972,GRAHAM AC SERVICE,1,ITEM,1550,Etairos_Line_1,1270.1207.100.000.511000.0000.000
84325,104308,1625,2026-05-19,USD,Conversion,STANDARD,EKS-01098,102972,GRAHAM AC SERVICE,1,ITEM,1625,Etairos_Line_1,1270.1207.100.000.511000.0000.000
84329,104309,1795,2026-05-27,USD,Conversion,STANDARD,EKS-01098,102972,GRAHAM AC SERVICE,1,ITEM,1795,Etairos_Line_1,1270.1207.100.000.511000.0000.000
8444865113,104310,19549.4,2026-05-07,USD,Conversion,STANDARD,,102431,AT&T,1,ITEM,3909.88,Etairos_Line_1,1270.1209.100.600.728040.0000.000
8444865113,104310,19549.4,2026-05-07,USD,Conversion,STANDARD,,102431,AT&T,2,ITEM,3909.88,Etairos_Line_2,1270.1209.100.600.728040.0000.000
8444865113,104310,19549.4,2026-05-07,USD,Conversion,STANDARD,,102431,AT&T,3,ITEM,3909.88,Etairos_Line_3,1270.1209.100.600.728040.0000.000
8444865113,104310,19549.4,2026-05-07,USD,Conversion,STANDARD,,102431,AT&T,4,ITEM,3909.88,Etairos_Line_4,1270.1209.100.600.728040.0000.000
8444865113,104310,19549.4,2026-05-07,USD,Conversion,STANDARD,,102431,AT&T,5,ITEM,3909.88,Etairos_Line_5,1270.1209.100.600.728040.0000.000
8787773001,104311,64.36,2026-04-20,USD,Conversion,STANDARD,,103295,ED'S SUPPLY COMPANY LLC,1,ITEM,64.36,Etairos_Line_1,1270.1209.200.000.511000.0000.000
8901003001,104312,23.94,2026-05-15,USD,Conversion,STANDARD,,103295,ED'S SUPPLY COMPANY LLC,1,ITEM,23.94,Etairos_Line_1,1270.1209.200.000.511000.0000.000
8914881001,104313,129.07,2026-05-19,USD,Conversion,STANDARD,,103295,ED'S SUPPLY COMPANY LLC,1,ITEM,129.07,Etairos_Line_1,1270.1209.200.000.511000.0000.000
8935504001,104314,32.18,2026-05-22,USD,Conversion,STANDARD,,103295,ED'S SUPPLY COMPANY LLC,1,ITEM,32.18,Etairos_Line_1,1270.1209.200.000.511000.0000.000
8941200001,104315,124.6,2026-05-26,USD,Conversion,STANDARD,,103295,ED'S SUPPLY COMPANY LLC,1,ITEM,124.6,Etairos_Line_1,1270.1209.200.000.511000.0000.000
8945622001,104316,32.18,2026-05-27,USD,Conversion,STANDARD,,103295,ED'S SUPPLY COMPANY LLC,1,ITEM,32.18,Etairos_Line_1,1270.1209.200.000.511000.0000.000
8951047001,104317,517.44,2026-05-27,USD,Conversion,STANDARD,,103295,ED'S SUPPLY COMPANY LLC,1,ITEM,517.44,Etairos_Line_1,1270.1209.200.000.511000.0000.000
90064350,104318,1043152.58,2026-04-03,USD,Conversion,STANDARD,SDW-10354,102435,BALTIMORE AIRCOIL CO,1,ITEM,1043152.58,Etairos_Line_1,1270.1209.100.000.511000.0000.000
90065332,105137,995.64,2026-04-17,USD,Conversion,STANDARD,,102435,BALTIMORE AIRCOIL CO,1,ITEM,995.64,Etairos_Line_1,1270.1207.000.000.115101.0000.000
90065486,105138,17437.56,2026-04-21,USD,Conversion,STANDARD,,102435,BALTIMORE AIRCOIL CO,1,ITEM,17437.56,Etairos_Line_1,1270.1207.000.000.115101.0000.000
90065495,105139,828.28,2026-04-21,USD,Conversion,STANDARD,,102435,BALTIMORE AIRCOIL CO,1,ITEM,828.28,Etairos_Line_1,1270.1207.000.000.115101.0000.000
90065622,105140,466.58,2026-04-22,USD,Conversion,STANDARD,,102435,BALTIMORE AIRCOIL CO,1,ITEM,466.58,Etairos_Line_1,1270.1209.000.000.115101.0000.000
90065823,105141,1615.04,2026-04-24,USD,Conversion,STANDARD,,102435,BALTIMORE AIRCOIL CO,1,ITEM,1615.04,Etairos_Line_1,1270.1209.000.000.115101.0000.000
90066083,105142,1192.32,2026-04-28,USD,Conversion,STANDARD,,102435,BALTIMORE AIRCOIL CO,1,ITEM,1192.32,Etairos_Line_1,1270.1207.000.000.115101.0000.000
90066178,104319,34111.6,2026-04-29,USD,Conversion,STANDARD,WJT-01094,102435,BALTIMORE AIRCOIL CO,1,ITEM,34111.6,Etairos_Line_1,1270.1209.100.000.511000.0000.000
90066378,104320,52589.85,2026-05-01,USD,Conversion,STANDARD,EKS-01108,102435,BALTIMORE AIRCOIL CO,1,ITEM,52589.85,Etairos_Line_1,1270.1209.100.000.511000.0000.000
90066458,104321,556178.56,2026-05-01,USD,Conversion,STANDARD,KMG-01267,102435,BALTIMORE AIRCOIL CO,1,ITEM,556178.56,Etairos_Line_1,1270.1209.100.000.511000.0000.000
90066519,105143,1701.35,2026-05-04,USD,Conversion,STANDARD,,102435,BALTIMORE AIRCOIL CO,1,ITEM,1701.35,Etairos_Line_1,1270.1207.000.000.115101.0000.000
90066583,105144,2399.57,2026-05-05,USD,Conversion,STANDARD,,102435,BALTIMORE AIRCOIL CO,1,ITEM,2399.57,Etairos_Line_1,1270.1207.000.000.115101.0000.000
90066881,105145,271.83,2026-05-08,USD,Conversion,STANDARD,,102435,BALTIMORE AIRCOIL CO,1,ITEM,271.83,Etairos_Line_1,1270.1207.000.000.115101.0000.000
90067396,105146,53847.1,2026-05-15,USD,Conversion,STANDARD,,102435,BALTIMORE AIRCOIL CO,1,ITEM,53847.1,Etairos_Line_1,1270.1207.000.000.115101.0000.000
90067661,105147,1183.37,2026-05-20,USD,Conversion,STANDARD,,102435,BALTIMORE AIRCOIL CO,1,ITEM,1183.37,Etairos_Line_1,1270.1209.000.000.115101.0000.000
90067730,105148,1178.61,2026-05-21,USD,Conversion,STANDARD,,102435,BALTIMORE AIRCOIL CO,1,ITEM,1178.61,Etairos_Line_1,1270.1209.000.000.115101.0000.000
90067749,105149,880.25,2026-05-21,USD,Conversion,STANDARD,,102435,BALTIMORE AIRCOIL CO,1,ITEM,880.25,Etairos_Line_1,1270.1209.000.000.115101.0000.000
90068112,104322,90080.85,2026-05-27,USD,Conversion,STANDARD,RGB-01324,102435,BALTIMORE AIRCOIL CO,1,ITEM,90080.85,Etairos_Line_1,1270.1209.100.000.511000.0000.000
91199666,104324,2044.06,2026-05-14,USD,Conversion,STANDARD,CCO-10304,102361,Markel/TPI,1,ITEM,2044.06,Etairos_Line_1,1270.1209.100.000.511000.0000.000
91200456,104325,628.78,2026-05-21,USD,Conversion,STANDARD,KMG-01265,102361,Markel/TPI,1,ITEM,628.78,Etairos_Line_1,1270.1209.100.000.511000.0000.000
931403494,104326,70.96,2026-05-27,USD,Conversion,STANDARD,,100750,FEDEX,1,ITEM,70.96,Etairos_Line_1,1270.1207.150.000.511000.0000.000
931498496,104327,1033.57,2026-05-27,USD,Conversion,STANDARD,,100750,FEDEX,1,ITEM,1033.57,Etairos_Line_1,1270.1209.100.000.511000.0000.000
95768069,105150,848.38,2026-04-21,USD,Conversion,STANDARD,,101628,GREENHECK FAN CORPORATION,1,ITEM,848.38,Etairos_Line_1,1270.1209.000.000.115101.0000.000
95769092,105151,218.87,2026-04-22,USD,Conversion,STANDARD,,101628,GREENHECK FAN CORPORATION,1,ITEM,218.87,Etairos_Line_1,1270.1209.000.000.115101.0000.000
95778372,105152,121.23,2026-04-30,USD,Conversion,STANDARD,,101628,GREENHECK FAN CORPORATION,1,ITEM,121.23,Etairos_Line_1,1270.1209.000.000.115101.0000.000
95789730,105153,358.89,2026-05-12,USD,Conversion,STANDARD,,101628,GREENHECK FAN CORPORATION,1,ITEM,358.89,Etairos_Line_1,1270.1209.000.000.115101.0000.000
95799360,105154,152.74,2026-05-21,USD,Conversion,STANDARD,,101628,GREENHECK FAN CORPORATION,1,ITEM,152.74,Etairos_Line_1,1270.1209.000.000.115101.0000.000
95799492,105155,176.97,2026-05-21,USD,Conversion,STANDARD,,101628,GREENHECK FAN CORPORATION,1,ITEM,176.97,Etairos_Line_1,1270.1209.000.000.115101.0000.000
95799493,105156,317.89,2026-05-21,USD,Conversion,STANDARD,,101628,GREENHECK FAN CORPORATION,1,ITEM,317.89,Etairos_Line_1,1270.1209.000.000.115101.0000.000
970331,104328,-3003.28,2026-04-29,USD,Conversion,CREDIT,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,-3003.28,Etairos_Line_1,1270.1209.100.000.511000.0000.000
9714005,105157,621.26,2026-05-04,USD,Conversion,STANDARD,,103291,NEUCO INC,1,ITEM,621.26,Etairos_Line_1,1270.1209.000.000.115101.0000.000
9735824,105158,233.42,2026-05-14,USD,Conversion,STANDARD,,103291,NEUCO INC,1,ITEM,233.42,Etairos_Line_1,1270.1209.000.000.115101.0000.000
9752354,105159,168.18,2026-05-21,USD,Conversion,STANDARD,,103291,NEUCO INC,1,ITEM,168.18,Etairos_Line_1,1270.1207.000.000.115101.0000.000
9872099,105160,5066.71,2026-05-22,USD,Conversion,STANDARD,,101628,GREENHECK FAN CORPORATION,1,ITEM,5066.71,Etairos_Line_1,1270.1209.000.000.115101.0000.000
988051,104329,249.54,2026-05-11,USD,Conversion,STANDARD,CCO-10781,102823,PCI INDUSTRIES POTTORFF,1,ITEM,249.54,Etairos_Line_1,1270.1209.100.000.511000.0000.000
AC16920733,104330,-137.34,2026-04-14,USD,Conversion,CREDIT,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,-137.34,Etairos_Line_1,1270.1207.150.000.511000.0000.000
AC16920734,104331,-13.54,2026-04-14,USD,Conversion,CREDIT,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,-13.54,Etairos_Line_1,1270.1207.150.000.511000.0000.000
AC16958463,104332,-1803.7,2026-05-12,USD,Conversion,CREDIT,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,-1803.7,Etairos_Line_1,1270.1207.150.000.511000.0000.000
AC16958465,104333,-194.45,2026-05-12,USD,Conversion,CREDIT,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,-194.45,Etairos_Line_1,1270.1207.150.000.511000.0000.000
AC16958466,104334,-1570.62,2026-05-12,USD,Conversion,CREDIT,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,-1570.62,Etairos_Line_1,1270.1207.150.000.511000.0000.000
AC16958467,104335,-1803.7,2026-05-12,USD,Conversion,CREDIT,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,-1803.7,Etairos_Line_1,1270.1207.150.000.511000.0000.000
AI56562275,105161,8,2026-04-22,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,8,Etairos_Line_1,1270.1207.000.000.115101.0000.000
AI56568575,104336,210.12,2026-04-24,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,210.12,Etairos_Line_1,1270.1209.100.000.511000.0000.000
AI56572384,105162,1065.76,2026-04-27,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,1065.76,Etairos_Line_1,1270.1209.000.000.151120.0000.000
AI56578932,105163,327.25,2026-04-29,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,327.25,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AI56579195,105164,163.72,2026-04-29,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,163.72,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AI56579278,105165,232.44,2026-04-29,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,232.44,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AI56581762,105166,327.25,2026-04-30,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,327.25,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AI56584703,105167,151.87,2026-05-01,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,151.87,Etairos_Line_1,1270.1207.000.000.115101.0000.000
AI56584846,105168,1570.62,2026-05-01,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,1570.62,Etairos_Line_1,1270.1207.000.000.115101.0000.000
AI56584847,105169,1803.7,2026-05-01,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,1803.7,Etairos_Line_1,1270.1207.000.000.115101.0000.000
AI56590526,105170,570.25,2026-05-04,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,570.25,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AI56600650,105171,493.55,2026-05-07,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,493.55,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AI56600750,105172,137.34,2026-05-07,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,137.34,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AI56609101,105173,98.95,2026-05-11,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,98.95,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AI56611574,105174,93.84,2026-05-12,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,93.84,Etairos_Line_1,1270.1207.000.000.115101.0000.000
AI56615674,105175,532.88,2026-05-13,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,532.88,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AI56615675,105176,125.92,2026-05-13,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,125.92,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AI56615676,105177,466.48,2026-05-13,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,466.48,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AI56624734,105178,1160.56,2026-05-18,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,1160.56,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AI56632428,105179,7.95,2026-05-20,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,7.95,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AI56634689,105180,493.55,2026-05-21,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,493.55,Etairos_Line_1,1270.1207.000.000.115101.0000.000
AI56635440,105181,175.37,2026-05-21,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,175.37,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AI56635441,105182,175.37,2026-05-21,USD,Conversion,STANDARD,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,175.37,Etairos_Line_1,1270.1209.000.000.115101.0000.000
AON1311717,105183,.2,2026-01-16,USD,Conversion,STANDARD,,100203,American Express,1,ITEM,.2,Etairos_Line_1,1270.1209.000.000.115101.0000.000
C16854228,104337,-16.03,2026-03-02,USD,Conversion,CREDIT,,102544,LG ELECTRONICS OF ALABAMA INC,1,ITEM,-16.03,Etairos_Line_1,1270.1209.100.000.511000.0000.000
C4065,104338,16539.06,2026-04-10,USD,Conversion,STANDARD,SDW-10305,102574,MORGAN & THORNBURG INC,1,ITEM,16539.06,Etairos_Line_1,1270.1209.100.000.511000.0000.000
C486241CR,104339,-3290.41,2020-10-16,USD,Conversion,CREDIT,2007-021,102828,JOHNSON CONTROLS - CHICAGO,1,ITEM,-3290.41,Etairos_Line_1,1270.1209.100.000.511000.0000.000
C507895,104340,-198.34,2022-10-31,USD,Conversion,CREDIT,,102828,JOHNSON CONTROLS - CHICAGO,1,ITEM,-198.34,Etairos_Line_1,1270.1209.100.000.511000.0000.000
CB10118365,104341,129347.87,2026-05-15,USD,Conversion,STANDARD,RGB-01303,103202,JOHNSON CONTROLS BUILDING SOLUTIONS LLC,1,ITEM,129347.87,Etairos_Line_1,1270.1209.100.000.511000.0000.000
CB10118719,104342,49709.66,2026-05-28,USD,Conversion,STANDARD,RGB-01303,103202,JOHNSON CONTROLS BUILDING SOLUTIONS LLC,1,ITEM,49709.66,Etairos_Line_1,1270.1209.100.000.511000.0000.000
CIN115067,104343,975,2026-05-11,USD,Conversion,STANDARD,GRG-10427,101765,KODIS TRANSPORTATION,1,ITEM,975,Etairos_Line_1,1270.1209.100.000.511000.0000.000
CIN16679,104344,650,2026-05-26,USD,Conversion,STANDARD,GRG-10436,101765,KODIS TRANSPORTATION,1,ITEM,650,Etairos_Line_1,1270.1209.100.000.511000.0000.000
CM55675,104345,-225,2026-05-29,USD,Conversion,CREDIT,RGB-01326,102775,MAGIC AIRE,1,ITEM,-225,Etairos_Line_1,1270.1209.100.000.511000.0000.000
COOKCR,104346,-1540.75,2025-08-14,USD,Conversion,CREDIT,,102774,LOREN COOK COMPANY,1,ITEM,-1540.75,Etairos_Line_1,1270.1209.100.000.514000.0000.000
D27559,104347,5600,2026-04-29,USD,Conversion,STANDARD,,102405,AAON INC,1,ITEM,5600,Etairos_Line_1,1270.1209.100.600.722010.0000.000
D27596,104348,2800,2026-05-20,USD,Conversion,STANDARD,,102405,AAON INC,1,ITEM,2800,Etairos_Line_1,1270.1207.100.600.722010.0000.000
ET052026,105184,346.5,2026-05-20,USD,Conversion,STANDARD,,103583,EWING MOVING & STORAGE,1,ITEM,346.5,Etairos_Line_1,1270.1209.000.000.151120.0000.000
GQ51117,104349,95.45,2026-05-04,USD,Conversion,STANDARD,,102434,BAKER DISTRIBUTING COMPANY,1,ITEM,95.45,Etairos_Line_1,1270.1207.200.000.511000.0000.000
GQ94025,104350,43.98,2026-05-11,USD,Conversion,STANDARD,,102434,BAKER DISTRIBUTING COMPANY,1,ITEM,43.98,Etairos_Line_1,1270.1207.200.000.511000.0000.000
GQ94031,104351,87.96,2026-05-11,USD,Conversion,STANDARD,,102434,BAKER DISTRIBUTING COMPANY,1,ITEM,87.96,Etairos_Line_1,1270.1207.200.000.511000.0000.000
GQ94043,104352,43.98,2026-05-11,USD,Conversion,STANDARD,,102434,BAKER DISTRIBUTING COMPANY,1,ITEM,43.98,Etairos_Line_1,1270.1207.200.000.511000.0000.000
GQ99477,104353,79.32,2026-05-12,USD,Conversion,STANDARD,,102434,BAKER DISTRIBUTING COMPANY,1,ITEM,79.32,Etairos_Line_1,1270.1209.200.000.511000.0000.000
GR46961,104354,78.39,2026-05-19,USD,Conversion,STANDARD,,102434,BAKER DISTRIBUTING COMPANY,1,ITEM,78.39,Etairos_Line_1,1270.1207.200.000.511000.0000.000
GR53357,104355,53.22,2026-05-20,USD,Conversion,STANDARD,,102434,BAKER DISTRIBUTING COMPANY,1,ITEM,53.22,Etairos_Line_1,1270.1207.200.000.511000.0000.000
HI00078007,105185,317.33,2026-05-20,USD,Conversion,STANDARD,,101719,JOHNSON CONTROLS INC,1,ITEM,317.33,Etairos_Line_1,1270.1209.000.000.115101.0000.000
INV16060,105186,2520.61,2026-04-21,USD,Conversion,STANDARD,,102851,UV RESOURCES LLC,1,ITEM,2520.61,Etairos_Line_1,1270.1209.000.000.115101.0000.000
INV16107,105187,4660.46,2026-04-24,USD,Conversion,STANDARD,,102851,UV RESOURCES LLC,1,ITEM,4660.46,Etairos_Line_1,1270.1209.000.000.115101.0000.000
KMG-01280,104356,383.12,2026-04-20,USD,Conversion,STANDARD,KMG-01280,100203,American Express,1,ITEM,383.12,Etairos_Line_1,1270.1209.100.000.511000.0000.000
PB03145397,105188,419.69,2026-05-06,USD,Conversion,STANDARD,,101719,JOHNSON CONTROLS INC,1,ITEM,419.69,Etairos_Line_1,1270.1207.000.000.115101.0000.000
PB03145409,105189,709.43,2026-05-06,USD,Conversion,STANDARD,,101719,JOHNSON CONTROLS INC,1,ITEM,709.43,Etairos_Line_1,1270.1207.000.000.115101.0000.000
PB03146464,105190,15390.15,2026-05-11,USD,Conversion,STANDARD,,101719,JOHNSON CONTROLS INC,1,ITEM,15390.15,Etairos_Line_1,1270.1207.000.000.115101.0000.000
PB03146494,105191,694.49,2026-05-11,USD,Conversion,STANDARD,,101719,JOHNSON CONTROLS INC,1,ITEM,694.49,Etairos_Line_1,1270.1209.000.000.115101.0000.000
PB03146725,105192,364.81,2026-05-12,USD,Conversion,STANDARD,,101719,JOHNSON CONTROLS INC,1,ITEM,364.81,Etairos_Line_1,1270.1209.000.000.115101.0000.000
PB03146785,105193,135.77,2026-05-12,USD,Conversion,STANDARD,,101719,JOHNSON CONTROLS INC,1,ITEM,135.77,Etairos_Line_1,1270.1209.000.000.115101.0000.000
PB03148235,105194,298.89,2026-05-19,USD,Conversion,STANDARD,,101719,JOHNSON CONTROLS INC,1,ITEM,298.89,Etairos_Line_1,1270.1207.000.000.115101.0000.000
PC00212149,104357,-3353.13,2026-05-21,USD,Conversion,CREDIT,,101719,JOHNSON CONTROLS INC,1,ITEM,-3353.13,Etairos_Line_1,1270.1207.150.000.511000.0000.000
PL70458-01,104358,4964.58,2025-06-24,USD,Conversion,STANDARD,KMG-01251,102774,LOREN COOK COMPANY,1,ITEM,4964.58,Etairos_Line_1,1270.1209.100.000.511000.0000.000
PSI000060,105195,24760,2026-05-24,USD,Conversion,STANDARD,,103357,IGAS USA INC,1,ITEM,24760,Etairos_Line_1,1270.1207.000.000.115101.0000.000
SC27605,104359,4.08,2026-05-30,USD,Conversion,STANDARD,,102434,BAKER DISTRIBUTING COMPANY,1,ITEM,4.08,Etairos_Line_1,1270.1207.200.000.511000.0000.000
