PARTY_NAME,PartyNumber,PARTY_SITE_ID,SITE_USE_ID,SITE_USE_CODE,PARTY_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,CUST_ACCOUNT_ID,ACCOUNT_STATUS,PARTY_SITE_NUMBER,PARTY_SITE_STATUS,START_DATE,END_DATE,PRIMARY_FLAG,BILL_TO_FLAG,SHIP_TO_FLAG,LOCATION,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,CITY,POSTAL_CODE,STATE,COUNTRY
TULSA AIR SPECIALISTS INC,13986,100000046279545,100000046287599,SHIP_TO,100000046273980,1746,TULSA AIR SPECIALISTS INC,100000046283022,A,15174,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2923,703 S WHEELING AVE,,,,TULSA,74104,OK,US
TME,13987,100000046277487,100000046287924,BILL_TO,100000046273981,2000,TME,100000046283276,A,13121,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3248,PO BOX 251758,,,,LITTLE ROCK,72225-1758,AR,US
BG COMMERCIAL SERVICES,13988,100000046277488,100000046288575,BILL_TO,100000046273982,1121,BG COMMERCIAL SERVICES,100000046282397,A,13122,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3899,25040 WHIPPERWILL LN,,,,BROKEN ARROW,74014,OK,US
JORBAN-RISCOE ASSOCIATES INC,13989,100000046277490,100000046288893,SHIP_TO,100000046273983,2546,JORBAN-RISCOE ASSOCIATES INC,100000046283822,A,13124,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,4217,11023 E 28TH ST,,,,WICHITA,67226,KS,US
JORBAN-RISCOE ASSOCIATES INC,13989,100000046277490,100000046288894,BILL_TO,100000046273983,2546,JORBAN-RISCOE ASSOCIATES INC,100000046283822,A,13124,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,4218,11023 E 28TH ST,,,,WICHITA,67226,KS,US
CABOT PARKS & RECREATION,13990,100000046278974,100000046286947,BILL_TO,100000046273984,1127,CABOT PARKS & RECREATION,100000046282403,A,14605,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2271,508 N LINCOLN,,,,CABOT,72023,AR,US
CANDOR MECHANICAL LLC,13991,100000046278975,100000046286806,BILL_TO,100000046273985,2807,CANDOR MECHANICAL LLC,100000046284083,A,14606,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2130,10815 E MARSHALL ST,,,,TULSA,74116,OK,US
A PLUS BUILDERS INC,13992,100000046278396,100000046287929,BILL_TO,100000046273986,2551,A PLUS BUILDERS INC,100000046283827,A,14027,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3253,PO BOX 55,,,,SHERIDAN,72150,AR,US
ACCURATE AIR CO INC,13993,100000046278722,100000046286808,BILL_TO,100000046273987,1468,ACCURATE AIR CO INC,100000046282744,A,14353,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2132,4180 PILOT DR,,,,MEMPHIS,38118,TN,US
ADVANTAGE SERVICE,13994,100000046279551,100000046287603,BILL_TO,100000046273988,2552,ADVANTAGE SERVICE,100000046283828,A,15180,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2927,1797 CYPRESS ST,,,,NORTH LITTLE ROCK,72114,AR,US
JACOBS ENGINEERING GROUP INC,13995,100000046278727,100000046287280,BILL_TO,100000046273989,1132,JACOBS ENGINEERING GROUP INC,100000046282408,A,14358,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2604,1400 N FOX HUNTER RD,,,,FAYETTEVILLE,72701,AR,US
SPECPRO ENVIRONMENTAL SERVICES LLC,13996,100000046277588,100000046287933,BILL_TO,100000046273990,2276,SPECPRO ENVIRONMENTAL SERVICES LLC,100000046283552,A,13222,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3257,1006 FLOYD CULLER CT,,,,OAK RIDGE,37830,TN,US
SOUTH WIND HEAT & AIR,13997,100000046278452,100000046287287,SHIP_TO,100000046273991,1762,SOUTH WIND HEAT & AIR,100000046283038,A,14083,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2611,6755 E 335 RD,,,,TALALA,74080,OK,US
SOUTH WIND HEAT & AIR,13997,100000046278452,100000046287288,BILL_TO,100000046273991,1762,SOUTH WIND HEAT & AIR,100000046283038,A,14083,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2612,6755 E 335 RD,,,,TALALA,74080,OK,US
QUALITY ELECTRIC,13998,100000046278016,100000046286959,BILL_TO,100000046273992,2561,QUALITY ELECTRIC,100000046283837,A,13649,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2283,PO BOX 207,,,,EL DORADO,71731,AR,US
BARNETT RESIDENCE,13999,100000046279296,100000046287620,BILL_TO,100000046273993,1485,BARNETT RESIDENCE,100000046282761,A,14926,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2944,2420 COUNTRY CLUB LN,,,,LITTLE ROCK,72207,AR,US
ELITE BLDG SOLUTIONS,14000,100000046278172,100000046286820,BILL_TO,100000046273994,1361,ELITE BLDG SOLUTIONS,100000046282637,A,13804,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2144,446 N 40TH ST,,,,SPRINGDALE,72762,AR,US
ELITE BLDG SOLUTIONS,14000,100000046278172,100000046288920,SHIP_TO,100000046273994,1361,ELITE BLDG SOLUTIONS,100000046282637,A,13804,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,4244,446 N 40TH ST,,,,SPRINGDALE,72762,AR,US
FIVE STAR ENERGY,14001,100000046279297,100000046287624,BILL_TO,100000046273995,1226,FIVE STAR ENERGY,100000046282502,A,14927,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2948,17023 CHAMBERS SPRINGS RD,,,,SILOAM SPRINGS,72761,AR,US
CENTRIC,14002,100000046278463,100000046286822,SHIP_TO,100000046273996,2283,CENTRIC,100000046283559,A,14094,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2146,520 W PENNWAY ST,,,,KANSAS CITY,64108,MO,US
CENTRIC,14002,100000046278463,100000046287625,BILL_TO,100000046273996,2283,CENTRIC,100000046283559,A,14094,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2949,520 W PENNWAY ST,,,,KANSAS CITY,64108,MO,US
BENET MAINTENANCEOMER,14003,100000046277600,100000046288272,BILL_TO,100000046273997,1488,BENET MAINTENANCEOMER,100000046282764,A,13234,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3596,25 CLERVAUX DR,,,,LITTLE,72223,AR,US
PHILLIPS COMMUNITY COLLEGE U OF A,14004,100000046278021,100000046287626,BILL_TO,100000046273998,2284,PHILLIPS COMMUNITY COLLEGE U OF A,100000046283560,A,13654,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2950,PO BOX 785,,,,HELENA,72342,AR,US
CG ROXANNEOMER,14005,100000046277514,100000046286824,BILL_TO,100000046273999,2287,CG ROXANNEOMER,100000046283563,A,13148,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2148,3346 HWY 8 W,,,,NORMAN,71960,AR,US
CG ROXANNEOMER,14005,100000046277514,100000046287940,SHIP_TO,100000046273999,2287,CG ROXANNEOMER,100000046283563,A,13148,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3264,3346 HWY 8 W,,,,NORMAN,71960,AR,US
CG ROXANNEOMER,14005,100000046277604,100000046286967,BILL_TO,100000046273999,2287,CG ROXANNEOMER,100000046283563,A,13238,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,2291,PO BOX 548,,,,NORMAN,71960,AR,US
JOHN CALDWELL,14006,100000046279299,100000046286827,BILL_TO,100000046274000,1143,JOHN CALDWELL,100000046282419,A,14929,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2151,101 S MAIN ST,,,,HOPE,71801,AR,US
JOHN CALDWELL,14006,100000046279299,100000046286968,SHIP_TO,100000046274000,1143,JOHN CALDWELL,100000046282419,A,14929,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2292,101 S MAIN ST,,,,HOPE,71801,AR,US
RUSSELL HEAT & AIR LLC,14007,100000046279574,100000046287311,BILL_TO,100000046274001,1768,RUSSELL HEAT & AIR LLC,100000046283044,A,15203,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2635,PO BOX 55,,,,PRESTON,74456,OK,US
ALL AIR CONDITIONING & HEATING,14008,100000046279575,100000046287634,BILL_TO,100000046274002,2288,ALL AIR CONDITIONING & HEATING,100000046283564,A,15204,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2958,18506 HWY 51B,,,,COWETA,74429,OK,US
ALL AIR CONDITIONING & HEATING,14008,100000046279575,100000046288926,SHIP_TO,100000046274002,2288,ALL AIR CONDITIONING & HEATING,100000046283564,A,15204,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,4250,18506 HWY 51B,,,,COWETA,74429,OK,US
OPTIMA REAL ESTATE SERVICES,14009,100000046277606,100000046287943,BILL_TO,100000046274003,2018,OPTIMA REAL ESTATE SERVICES,100000046283294,A,13240,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3267,624 BOSTON TIC,,,,TULSA,74120,OK,US
HERMAN FAIRCHILDOMER,14010,100000046278181,100000046287945,BILL_TO,100000046274004,1492,HERMAN FAIRCHILDOMER,100000046282768,A,13813,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3269,917 W 4TH ST,,,,SAND SPRINGS,74063,OK,US
EPPERLEY CONSTRUCTION SERVICES LLC,14011,100000046278023,100000046287636,BILL_TO,100000046274005,2570,EPPERLEY CONSTRUCTION SERVICES LLC,100000046283846,A,13656,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2960,7331 S OLYMPIA AVE #386,,,,TULSA,74132,OK,US
THREE FEATHERS PIPING SPECIALTIES,14012,100000046278024,100000046288593,BILL_TO,100000046274006,1495,THREE FEATHERS PIPING SPECIALTIES,100000046282771,A,13657,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3917,229 N ELM ST,,,,NOWATA,74048,OK,US
COOLSYS COMMERCIAL & INDUSTRIAL,14013,100000046277519,100000046286678,BILL_TO,100000046274007,2295,COOLSYS COMMERCIAL & INDUSTRIAL,100000046283571,A,13153,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2002,145 S STATE COLLEGE BLVD ST200,,,,BREA,92821,CA,US
MAPLE ESPLANADE,14014,100000046279332,100000046287951,SHIP_TO,100000046274008,2572,MAPLE ESPLANADE,100000046283848,A,14962,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3275,1400 OLD BERGMAN RD,,,,HARRISON,72601,AR,US
MAPLE ESPLANADE,14014,100000046279332,100000046287952,BILL_TO,100000046274008,2572,MAPLE ESPLANADE,100000046283848,A,14962,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3276,1400 OLD BERGMAN RD,,,,HARRISON,72601,AR,US
MCCLOSKEY MECHANICAL,14015,100000046278031,100000046288597,BILL_TO,100000046274009,1234,MCCLOSKEY MECHANICAL,100000046282510,A,13664,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3921,445 LOWER LANDING RD,,,,BLACKWOOD,08012,NJ,US
SOUTH ARKANSAS REGIONAL HOSPITAL,14016,100000046278033,100000046287645,SHIP_TO,100000046274010,2576,SOUTH ARKANSAS REGIONAL HOSPITAL,100000046283852,A,13666,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2969,700 W GROVE,,,,EL DORADO,71730,AR,US
SOUTH ARKANSAS REGIONAL HOSPITAL,14016,100000046278033,100000046288286,BILL_TO,100000046274010,2576,SOUTH ARKANSAS REGIONAL HOSPITAL,100000046283852,A,13666,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3610,700 W GROVE,,,,EL DORADO,71730,AR,US
QUALITY HEATING & AIR MACON GA,14017,100000046278474,100000046287963,BILL_TO,100000046274011,2581,QUALITY HEATING & AIR MACON GA,100000046283857,A,14105,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3287,3955 NAPIER AVE,,,,MACON,31204,GA,US
COUNSELING CLINIC INC,14018,100000046279345,100000046288602,BILL_TO,100000046274012,1782,COUNSELING CLINIC INC,100000046283058,A,14975,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3926,110 PEARSON ST,,,,BENTON,72015,AR,US
ARKANSAS AUTOMATIC SPRINKLER,14019,100000046278201,100000046286693,BILL_TO,100000046274014,1783,ARKANSAS AUTOMATIC SPRINKLER,100000046283059,A,13832,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2017,10343-B KING ACRES RD,,,,ASHLAND,23005,VA,US
ARKANSAS DEPT OF PARKS & TOURISM,14020,100000046278202,100000046286694,BILL_TO,100000046274015,2310,ARKANSAS DEPT OF PARKS & TOURISM,100000046283586,A,13833,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2018,1 CAPITOL MALL,,,,LITTLE ROCK,72201,AR,US
ACCORD FINANCIAL ANNEXAIR,14021,100000046278203,100000046286991,BILL_TO,100000046274016,2311,ACCORD FINANCIAL ANNEXAIR,100000046283587,A,13834,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2315,1125 RUE BERGERON,,,,DRUMMONDVILLE,00275,QC,CA
DAIKIN MCQUAY SOUTH FLORIDA,14022,100000046279007,100000046287335,BILL_TO,100000046274017,1027,DAIKIN MCQUAY SOUTH FLORIDA,100000046282303,A,14637,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2659,15712 SW 41ST ST,,,,DAVIE,33331,FL,US
KIMBERLY CLARK CORP,14023,100000046278479,100000046287655,BILL_TO,100000046274018,1244,KIMBERLY CLARK CORP,100000046282520,A,14110,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2979,PO BOX 59099,,,,KNOXVILLE,37950-9099,TN,US
KIRK HAYS,14024,100000046277746,100000046288298,BILL_TO,100000046274019,1786,KIRK HAYS,100000046283062,A,13379,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3622,3426 E 59TH ST,,,,TULSA,74135,OK,US
INTERNATIONAL PAPER VALLIANT,14025,100000046278045,100000046287657,BILL_TO,100000046274020,2035,INTERNATIONAL PAPER VALLIANT,100000046283311,A,13678,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2981,PO BOX 813,,,,MILFORD,45150,OH,US
JEB CONSTRUCTION,14026,100000046279319,100000046286701,BILL_TO,100000046274021,2840,JEB CONSTRUCTION,100000046284116,A,14949,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2025,106 SAN CARLOS COVE,,,,HOT SPRINGS,71913,AR,US
JOE HURST,14027,100000046278046,100000046288608,BILL_TO,100000046274022,2037,JOE HURST,100000046283313,A,13679,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3932,400 W CAPITOL AVE,,,,LITTLE ROCK,72201-3522,AR,US
MICHAEL KEE ELECTRIC INC,14028,100000046279321,100000046287659,BILL_TO,100000046274023,1790,MICHAEL KEE ELECTRIC INC,100000046283066,A,14951,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2983,PO BOX 189,,,,AUSTIN,72007,AR,US
MONTICELLO SCHOOL DISTRICT,14029,100000046278771,100000046286704,BILL_TO,100000046274024,1511,MONTICELLO SCHOOL DISTRICT,100000046282787,A,14402,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2028,935 SCOGIN DR,,,,MONTICELLO,71655,AR,US
MOTION INDUSTRIES,14030,100000046278205,100000046287660,BILL_TO,100000046274025,1246,MOTION INDUSTRIES,100000046282522,A,13836,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2984,PO BOX 1655,,,,BIRMINGHAM,35201-1477,AL,US
UNIVERSITY OF ARK MED SCIENCE,14031,100000046278485,100000046288949,BILL_TO,100000046274026,2844,UNIVERSITY OF ARK MED SCIENCE,100000046284120,A,14116,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4273,4301 W MARKHAM ST,,,,LITTLE ROCK,72205,AR,US
BEST MECHANICAL SERVICES,14032,100000046278613,100000046286708,BILL_TO,100000046274027,2846,BEST MECHANICAL SERVICES,100000046284122,A,14244,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2032,PO BOX 2504,,,,OSHKOSH,54903-2504,WI,US
BUNTING ELECTRIC INC,14033,100000046278330,100000046288312,BILL_TO,100000046274028,1037,BUNTING ELECTRIC INC,100000046282313,A,13961,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3636,PO BOX 358,,,,DARDANELLE,72834,AR,US
BALDWIN SHELL,14034,100000046279325,100000046286710,BILL_TO,100000046274029,1038,BALDWIN SHELL,100000046282314,A,14955,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2034,PO BOX 1750,,,,LITTLE ROCK,72203,AR,US
WESCHE COMPANY,14035,100000046277760,100000046286716,BILL_TO,100000046274030,2600,WESCHE COMPANY,100000046283876,A,13393,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2040,228-E S 40TH ST,,,,SPRINGDALE,72762,AR,US
WESCHE COMPANY,14035,100000046277760,100000046287667,SHIP_TO,100000046274030,2600,WESCHE COMPANY,100000046283876,A,13393,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2991,228-E S 40TH ST,,,,SPRINGDALE,72762,AR,US
SLADE ROSS INC,14036,100000046277902,100000046286717,SHIP_TO,100000046274031,1256,SLADE ROSS INC,100000046282532,A,13535,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2041,5024 W NASSAU ST,,,,TAMPA,33607,FL,US
SLADE ROSS INC,14036,100000046277902,100000046288317,BILL_TO,100000046274031,1256,SLADE ROSS INC,100000046282532,A,13535,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3641,5024 W NASSAU ST,,,,TAMPA,33607,FL,US
CMS NEXTECH,14037,100000046279357,100000046288966,BILL_TO,100000046274032,2329,CMS NEXTECH,100000046283605,A,14987,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4290,1045 S JOHN RODES BLVD,,,,MELBOURNE,32904,FL,US
STURDIVANTS,14038,100000046278783,100000046287784,BILL_TO,100000046274033,2950,STURDIVANTS,100000046284226,A,14414,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3108,101 BUTTERFIELD COACH RD,,,,SPRINGDALE,72764,AR,US
SCUBA SAVVY,14039,100000046277764,100000046287010,BILL_TO,100000046274034,1525,SCUBA SAVVY,100000046282801,A,13397,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2334,107 E MAIN ST,,,,JENKS,74037,OK,US
LITTLE ROCK SCHOOL DISTRICT,14040,100000046277909,100000046286728,SHIP_TO,100000046274035,1261,LITTLE ROCK SCHOOL DISTRICT,100000046282537,A,13542,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2052,810 W MARKHAM,,,,LITTLE ROCK,72201,AR,US
LITTLE ROCK SCHOOL DISTRICT,14040,100000046277909,100000046288428,BILL_TO,100000046274035,1261,LITTLE ROCK SCHOOL DISTRICT,100000046282537,A,13542,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3752,810 W MARKHAM,,,,LITTLE ROCK,72201,AR,US
HD HEATING & COOLING,14041,100000046278338,100000046288320,BILL_TO,100000046274036,1046,HD HEATING & COOLING,100000046282322,A,13969,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3644,PO BOX 171,,,,PRATTSVILLE,72129,AR,US
JC MECHANICAL,14042,100000046277387,100000046286729,SHIP_TO,100000046274037,1047,JC MECHANICAL,100000046282323,A,13021,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2053,35547 DAVIS RD,,,,BRISTOW,74010,OK,US
JC MECHANICAL,14042,100000046277387,100000046287787,BILL_TO,100000046274037,1047,JC MECHANICAL,100000046282323,A,13021,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3111,35547 DAVIS RD,,,,BRISTOW,74010,OK,US
WELLING SERVICE COMPANY LLC,14043,100000046277911,100000046287014,BILL_TO,100000046274038,1526,WELLING SERVICE COMPANY LLC,100000046282802,A,13544,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2338,1013 S COLLEGE AVE,,,,TAHLEQUAH,74464,OK,US
WELLING SERVICE COMPANY LLC,14043,100000046277911,100000046287789,SHIP_TO,100000046274038,1526,WELLING SERVICE COMPANY LLC,100000046282802,A,13544,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3113,1013 S COLLEGE AVE,,,,TAHLEQUAH,74464,OK,US
HL NELSON CONSTRUCTION INC,14044,100000046278342,100000046287793,BILL_TO,100000046274039,2335,HL NELSON CONSTRUCTION INC,100000046283611,A,13973,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3117,664 CR 475,,,,ETOILE,75944,TX,US
H & P MECHANICAL LLC,14045,100000046279364,100000046288325,SHIP_TO,100000046274040,2863,H & P MECHANICAL LLC,100000046284139,A,14994,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3649,2112 N GEORGE NIGH EXPWY,,,,MCALESTER,74501,OK,US
H & P MECHANICAL LLC,14045,100000046279364,100000046288636,BILL_TO,100000046274040,2863,H & P MECHANICAL LLC,100000046284139,A,14994,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3960,2112 N GEORGE NIGH EXPWY,,,,MCALESTER,74501,OK,US
LITTLE ROCK TECHNOLOGY PARK,14046,100000046279365,100000046289249,BILL_TO,100000046274041,1052,LITTLE ROCK TECHNOLOGY PARK,100000046282328,A,14995,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4573,PO BOX 3836,,,,LITTLE ROCK,72203,AR,US
TRIUMPH FABRICATIONS,14047,100000046279069,100000046289253,BILL_TO,100000046274042,1267,TRIUMPH FABRICATIONS,100000046282543,A,14699,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4577,1923 CENTRAL AVE,,,,HOT SPRINGS,71901,AR,US
TYSON FOODS,14048,100000046279502,100000046288328,BILL_TO,100000046274043,2957,TYSON FOODS,100000046284233,A,15131,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3652,PO BOX 2020,,,,SPRINGDALE,72762,AR,US
INDIAN HEALTH CARE RESOURCE CENTER,14049,100000046277390,100000046287677,BILL_TO,100000046274044,1812,INDIAN HEALTH CARE RESOURCE CENTER,100000046283088,A,13024,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3001,550 S PEORIA,,,,TULSA,74120,OK,US
COOPER TIRE & RUBBER COMPANY,14050,100000046279507,100000046287021,BILL_TO,100000046274045,1538,COOPER TIRE & RUBBER COMPANY,100000046282814,A,15136,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2345,701 LIMA AVE,,,,FINDLAY,45840,OH,US
SOUTH ARK SALES & SERVICE,14051,100000046279157,100000046287699,BILL_TO,100000046274046,1708,SOUTH ARK SALES & SERVICE,100000046282984,A,14787,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3023,PO BOX 265,,,,MAGNOLIA,71754,AR,US
VEP LLC,14052,100000046279435,100000046288352,BILL_TO,100000046274047,1448,VEP LLC,100000046282724,A,15064,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3676,15 S BLOCK,,,,FAYETTEVILLE,72701,AR,US
VIRGIL IRVIN,14053,100000046278654,100000046287368,BILL_TO,100000046274048,1449,VIRGIL IRVIN,100000046282725,A,14285,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2692,7631 NSHORE PL,,,,NORTH LITTLE ROCK,72118,AR,US
W J BACHMAN,14054,100000046279436,100000046287370,BILL_TO,100000046274049,2244,W J BACHMAN,100000046283520,A,15065,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2694,901 E INDUSTRIAL CIR,,,,CAPE CORAL,33909,FL,US
WATTS COMPANY,14055,100000046278909,100000046288353,BILL_TO,100000046274050,2245,WATTS COMPANY,100000046283521,A,14540,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3677,PO BOX 251,,,,GLENPOOL,74033,OK,US
WEDLAKE FABRICATING INC,14056,100000046278910,100000046288031,BILL_TO,100000046274051,2895,WEDLAKE FABRICATING INC,100000046284171,A,14541,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3355,3989 N OSAGE DR,,,,TULSA,74127,OK,US
GREG SCHLUTERMAN,14057,100000046278113,100000046288987,BILL_TO,100000046274052,3075,GREG SCHLUTERMAN,100000046284351,A,13746,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4311,1705 S WALTON BLVD,,,,BENTONVILLE,72712,AR,US
CONWAY CORPORATION,14058,100000046279437,100000046287372,BILL_TO,100000046274053,1199,CONWAY CORPORATION,100000046282475,A,15066,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2696,PO BOX 99,,,,CONWAY,72033,AR,US
