Ship-To Code,Transaction Source,Transaction Class,Transaction Type,Complete,Status,Customer,Entered Amount,Currency,Transaction Date,Operating Company (OpCo),Accounting Date,Bill-to Customer Site,Disc Due Date,Primary Salesperson,Ship to,Bill-to Customer Account Number,Ship-to Site
38889,Conversion,Invoice,Invoice,Yes,Complete,FRANKLIN HTG AIR & VENTILATION,1476.67,USD,45378,Etairos,46173,26419,45408,EBS House Account,FRANKLIN HTG AIR & VENTILATION,16286,31983
38991,Conversion,Invoice,Invoice,Yes,Complete,WOOTEN MECHANICAL LLC,100.88,USD,45385,Etairos,46173,27843,45415,EBS House Account,WOOTEN MECHANICAL LLC,16146,31699
39004,Conversion,Invoice,Invoice,Yes,Complete,WOOTEN MECHANICAL LLC,31.92,USD,45385,Etairos,46173,27843,45415,EBS House Account,WOOTEN MECHANICAL LLC,16146,31699
39197,Conversion,Invoice,Invoice,Yes,Complete,WOOTEN MECHANICAL LLC,5011.4,USD,45400,Etairos,46173,27843,45430,EBS House Account,WOOTEN MECHANICAL LLC,16146,31699
39511,Conversion,Invoice,Invoice,Yes,Complete,WOOTEN MECHANICAL LLC,4472.05,USD,45411,Etairos,46173,27843,45441,EBS House Account,WOOTEN MECHANICAL LLC,16146,31699
39891,Conversion,Invoice,Invoice,Yes,Complete,AVID HOTEL SOUTHAVEN,422.65,USD,45426,Etairos,46173,27080,45456,EBS House Account,AVID HOTEL SOUTHAVEN,16024,30362
40686,Conversion,Invoice,Invoice,Yes,Complete,JOHNSON CONTROLS MEMPHIS,2879.76,USD,45456,Etairos,46173,26977,45486,EBS House Account,JOHNSON CONTROLS MEMPHIS,15317,31038
40692,Conversion,Invoice,Invoice,Yes,Complete,SOUTH CENTRAL HEATING & PLBG,3899.41,USD,45456,Etairos,46173,26767,45486,EBS House Account,SOUTH CENTRAL HEATING & PLBG,16220,31881
40756,Conversion,Invoice,Invoice,Yes,Complete,MISSISSIPPI BRAVES,1531.53,USD,45457,Etairos,46173,27986,45487,EBS House Account,MISSISSIPPI BRAVES,17055,31897
55109,Conversion,Invoice,Invoice,Yes,Complete,SHARKHEADS,1595,USD,46112,Etairos,46173,27823,46142,EBS House Account,SHARKHEADS,15405,31678
55116,Conversion,Invoice,Invoice,Yes,Complete,HOME2 SUITES,5543.93,USD,46112,Etairos,46173,27254,46142,EBS House Account,HOME2 SUITES,15900,30459
55117,Conversion,Invoice,Invoice,Yes,Complete,DONAGHEY MECHANICAL CONTRACTOR,408814,USD,46112,Etairos,46173,28310,46142,EBS House Account,DONAGHEY MECHANICAL CONTRACTOR,16965,31781
55130,Conversion,Invoice,Invoice,Yes,Complete,TEMPERATURE INC,242.99,USD,46112,Etairos,46173,27622,46142,EBS House Account,TEMPERATURE INC,16725,32375
55952,Conversion,Invoice,Invoice,Yes,Complete,ALPHA ENERGY SOLUTIONS,2395.35,USD,46156,Etairos,46173,28227,46186,EBS House Account,ALPHA ENERGY SOLUTIONS,16636,31533
55953,Conversion,Invoice,Invoice,Yes,Complete,HAMPTON INN  WALNUT GROVE,1683.41,USD,46156,Etairos,46173,27040,46186,EBS House Account,HAMPTON INN  WALNUT GROVE,16627,31239
55954,Conversion,Invoice,Invoice,Yes,Complete,ALPHA ENERGY SOLUTIONS,4577.49,USD,46156,Etairos,46173,28227,46186,EBS House Account,ALPHA ENERGY SOLUTIONS,16636,31533
55955,Conversion,Invoice,Invoice,Yes,Complete,ALPHA ENERGY SOLUTIONS,2536.22,USD,46156,Etairos,46173,28227,46186,EBS House Account,ALPHA ENERGY SOLUTIONS,16636,31533
55956,Conversion,Invoice,Invoice,Yes,Complete,MADISON COUNTY SCHOOL DISTRICT,4883.51,USD,46156,Etairos,46173,26315,46186,EBS House Account,MADISON COUNTY SCHOOL DISTRICT,17006,31269
55957,Conversion,Invoice,Invoice,Yes,Complete,TEMPERATURE INC,474.82,USD,46156,Etairos,46173,27622,46186,EBS House Account,TEMPERATURE INC,16725,32375
55958,Conversion,Invoice,Invoice,Yes,Complete,FLUID SOLUTIONS,969.82,USD,46156,Etairos,46173,26511,46186,EBS House Account,FLUID SOLUTIONS,15839,30765
55959,Conversion,Invoice,Invoice,Yes,Complete,CYNWAVE SOLUTIONS LLC,408.82,USD,46156,Etairos,46173,28351,46186,EBS House Account,CYNWAVE SOLUTIONS LLC,16231,32112
55965,Conversion,Invoice,Invoice,Yes,Complete,FALK SUPPLY COMPANY,6072.43,USD,46157,Etairos,46173,28062,46187,EBS House Account,FALK SUPPLY COMPANY,16843,30370
55966,Conversion,Invoice,Invoice,Yes,Complete,TRANE JACKSON,19550.02,USD,46157,Etairos,46173,27042,46157,EBS House Account,TRANE JACKSON,15883,31636
55967,Conversion,Invoice,Invoice,Yes,Complete,CONTROL HEATING & COOLING INC,132.04,USD,46157,Etairos,46173,26465,46187,EBS House Account,CONTROL HEATING & COOLING INC,15702,31996
55968,Conversion,Invoice,Invoice,Yes,Complete,OSB SERVICES LLC,1007.4,USD,46157,Etairos,46173,26278,46187,EBS House Account,OSB SERVICES LLC,15604,30980
55970,Conversion,Invoice,Invoice,Yes,Complete,MCLAIN PLUMBING & ELECTRIC,818.63,USD,46157,Etairos,46173,28269,46187,EBS House Account,MCLAIN PLUMBING & ELECTRIC,16070,31043
41485,Conversion,Invoice,Invoice,Yes,Complete,MISSISSIPPI BRAVES,802.5,USD,45492,Etairos,46173,27986,45522,EBS House Account,MISSISSIPPI BRAVES,17055,31897
42415,Conversion,Invoice,Invoice,Yes,Complete,MISSISSIPPI BRAVES,2446.99,USD,45534,Etairos,46173,27986,45564,EBS House Account,MISSISSIPPI BRAVES,17055,31897
43300,Conversion,Invoice,Invoice,Yes,Complete,RHODES COLLEGE,1524.9,USD,45568,Etairos,46173,28139,45598,EBS House Account,RHODES COLLEGE,15581,31940
44042,Conversion,Invoice,Invoice,Yes,Complete,RHODES COLLEGE,1524.9,USD,45603,Etairos,46173,28139,45633,EBS House Account,RHODES COLLEGE,15581,31940
44970,Conversion,Invoice,Invoice,Yes,Complete,JOHNSON CONTROLS MEMPHIS,2617.21,USD,45646,Etairos,46173,26977,45676,EBS House Account,JOHNSON CONTROLS MEMPHIS,15317,31038
45596,Conversion,Invoice,Invoice,Yes,Complete,HILTON GARDEN INN - COVINGTON,575,USD,45680,Etairos,46173,27520,45710,EBS House Account,HILTON GARDEN INN - COVINGTON,15398,31596
45600,Conversion,Invoice,Invoice,Yes,Complete,PEARL BASEBALL LLC,4928.66,USD,45680,Etairos,46173,27340,45710,EBS House Account,PEARL BASEBALL LLC,17122,31205
46063,Conversion,Invoice,Invoice,Yes,Complete,5M SERVICES LLC,1446.79,USD,45699,Etairos,46173,28291,45729,EBS House Account,5M SERVICES LLC,16879,30774
46672,Conversion,Invoice,Invoice,Yes,Complete,5M SERVICES LLC,294.7,USD,45730,Etairos,46173,28291,45760,EBS House Account,5M SERVICES LLC,16879,30774
46780,Conversion,Invoice,Invoice,Yes,Complete,JACKSON GENERAL CONTRACTORS,256.8,USD,44046,Etairos,46173,26241,44076,EBS House Account,JACKSON GENERAL CONTRACTORS,17263,31311
55173,Conversion,Invoice,Invoice,Yes,Complete,REGIONAL ONE HEALTH,500,USD,46112,Etairos,46173,27259,46142,EBS House Account,REGIONAL ONE HEALTH,15871,30727
55176,Conversion,Invoice,Invoice,Yes,Complete,SALVATION ARMY ADULT REHAB CTR,333,USD,46112,Etairos,46173,28453,46142,EBS House Account,SALVATION ARMY ADULT REHAB CTR,16461,30340
55177,Conversion,Invoice,Invoice,Yes,Complete,SALVATION ARMY ADULT REHAB CTR,500,USD,46112,Etairos,46173,28453,46142,EBS House Account,SALVATION ARMY ADULT REHAB CTR,16461,30340
55178,Conversion,Invoice,Invoice,Yes,Complete,JM SMUCKER COMPANY,1442.31,USD,46112,Etairos,46173,27136,46142,EBS House Account,JM SMUCKER COMPANY,16534,30344
55183,Conversion,Invoice,Invoice,Yes,Complete,HYATT CENTRIC BEALE STREET,677.31,USD,46112,Etairos,46173,27110,46142,EBS House Account,HYATT CENTRIC BEALE STREET,16182,30797
55218,Conversion,Invoice,Invoice,Yes,Complete,NATIONAL HVAC,516.55,USD,46119,Etairos,46173,26861,46149,EBS House Account,NATIONAL HVAC,16986,31088
55971,Conversion,Invoice,Invoice,Yes,Complete,ALPHA ENERGY SOLUTIONS,17694.1,USD,46157,Etairos,46173,28227,46187,EBS House Account,ALPHA ENERGY SOLUTIONS,16636,31533
55972,Conversion,Invoice,Invoice,Yes,Complete,TRI STAR COMPANIES INC,196.13,USD,46157,Etairos,46173,28441,46187,EBS House Account,TRI STAR COMPANIES INC,17303,31323
55973,Conversion,Invoice,Invoice,Yes,Complete,SM LAWRENCE MEMPHIS/OB,605.45,USD,46157,Etairos,46173,26796,46187,EBS House Account,SM LAWRENCE MEMPHIS/OB,15538,31049
55982,Conversion,Invoice,Invoice,Yes,Complete,CONDITIONED AIR INC,3200,USD,46157,Etairos,46173,26559,46187,EBS House Account,CONDITIONED AIR INC,17213,31937
55985,Conversion,Invoice,Invoice,Yes,Complete,POPE SUPPLY,925.2,USD,46159,Etairos,46173,28397,46189,EBS House Account,POPE SUPPLY,16427,31216
55986,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,45.88,USD,46159,Etairos,46173,27958,46189,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55987,Conversion,Invoice,Invoice,Yes,Complete,MECHANICAL SYSTEMS COMPANY LLC,127.4,USD,46159,Etairos,46173,28149,46189,EBS House Account,MECHANICAL SYSTEMS COMPANY LLC,16765,32407
55989,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,25.01,USD,46159,Etairos,46173,26713,46189,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
55990,Conversion,Invoice,Invoice,Yes,Complete,GIPSON MECH CONTRACTORS,756.18,USD,46159,Etairos,46173,27560,46189,EBS House Account,GIPSON MECH CONTRACTORS,16326,31827
55802,Conversion,Invoice,Invoice,Yes,Complete,GRANT A/C & HEATING LLC,102.4,USD,46148,Etairos,46173,28092,46178,EBS House Account,GRANT A/C & HEATING LLC,16970,31868
55803,Conversion,Invoice,Invoice,Yes,Complete,ENERGYSOLUTIONS LLC,354.71,USD,46148,Etairos,46173,27426,46193,EBS House Account,ENERGYSOLUTIONS LLC,15978,30932
55807,Conversion,Invoice,Invoice,Yes,Complete,KNIGHT & WILSON INC,333.69,USD,46148,Etairos,46173,28337,46178,EBS House Account,KNIGHT & WILSON INC,16223,31890
55810,Conversion,Invoice,Invoice,Yes,Complete,MARTIN & WHITE,252.7,USD,46148,Etairos,46173,27102,46178,EBS House Account,MARTIN & WHITE,16126,31774
55811,Conversion,Invoice,Invoice,Yes,Complete,O'BRIEN EQUIPMENT,1263.77,USD,46148,Etairos,46173,27147,46178,EBS House Account,O'BRIEN EQUIPMENT,17356,31422
55812,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,1397.37,USD,46148,Etairos,46173,27077,46178,EBS House Account,SOEFKER SERVICES,16104,31859
55815,Conversion,Invoice,Invoice,Yes,Complete,TERRY SERVICE INC,674.45,USD,46148,Etairos,46173,28070,46178,EBS House Account,TERRY SERVICE INC,16043,30779
55816,Conversion,Invoice,Invoice,Yes,Complete,MEMPHIS AIR CONDITIONING & HEA,157.08,USD,46148,Etairos,46173,26986,46178,EBS House Account,MEMPHIS AIR CONDITIONING & HEA,15945,30353
55817,Conversion,Invoice,Invoice,Yes,Complete,DAMON-MARCUS CO,340.84,USD,46148,Etairos,46173,27159,46178,EBS House Account,DAMON-MARCUS CO,17005,30901
46864,Conversion,Invoice,Invoice,Yes,Complete,SWITCH MEDICAL WASTE SERVICES,1997.19,USD,45737,Etairos,46173,27923,45767,EBS House Account,SWITCH MEDICAL WASTE SERVICES,15906,31730
46865,Conversion,Invoice,Invoice,Yes,Complete,SWITCH MEDICAL WASTE SERVICES,592.31,USD,45737,Etairos,46173,27923,45767,EBS House Account,SWITCH MEDICAL WASTE SERVICES,15906,31730
47221,Conversion,Credit Memo,Credit Memo,Yes,Complete,TREZEVANT MANOR,-1521.75,USD,45756,Etairos,46173,27395,,EBS House Account,TREZEVANT MANOR,16823,31033
47240,Conversion,Invoice,Invoice,Yes,Complete,RHODES COLLEGE,762.45,USD,45756,Etairos,46173,28139,45786,EBS House Account,RHODES COLLEGE,15581,31940
47366,Conversion,Invoice,Invoice,Yes,Complete,JOHNSON CONTROLS MEMPHIS,2084,USD,45762,Etairos,46173,26977,45792,EBS House Account,JOHNSON CONTROLS MEMPHIS,15317,31038
47403,Conversion,Invoice,Invoice,Yes,Complete,RHODES COLLEGE,762.45,USD,45762,Etairos,46173,28139,45792,EBS House Account,RHODES COLLEGE,15581,31940
47557,Conversion,Invoice,Invoice,Yes,Complete,5M SERVICES LLC,344.34,USD,45769,Etairos,46173,28291,45799,EBS House Account,5M SERVICES LLC,16879,30774
47710,Conversion,Invoice,Invoice,Yes,Complete,JIJI CONSTRUCTION LLC,592.31,USD,45777,Etairos,46173,27567,45807,EBS House Account,JIJI CONSTRUCTION LLC,16334,32226
47778,Conversion,Invoice,Invoice,Yes,Complete,5M SERVICES LLC,47.19,USD,45779,Etairos,46173,28291,45809,EBS House Account,5M SERVICES LLC,16879,30774
47864,Conversion,Invoice,Invoice,Yes,Complete,GRANT A/C & HEATING LLC,2130.53,USD,45784,Etairos,46173,28092,45814,EBS House Account,GRANT A/C & HEATING LLC,16970,31868
47949,Conversion,Invoice,Invoice,Yes,Complete,5M SERVICES LLC,5370,USD,45789,Etairos,46173,28291,45819,EBS House Account,5M SERVICES LLC,16879,30774
48057,Conversion,Invoice,Invoice,Yes,Complete,A & B MECHANICAL INC,1374.99,USD,45792,Etairos,46173,26795,45822,EBS House Account,A & B MECHANICAL INC,15369,31569
48371,Conversion,Invoice,Invoice,Yes,Complete,5M SERVICES LLC,169.61,USD,45807,Etairos,46173,28291,45837,EBS House Account,5M SERVICES LLC,16879,30774
55991,Conversion,Invoice,Invoice,Yes,Complete,CARTYS COOLING COMPANY,204.86,USD,46159,Etairos,46173,27808,46189,EBS House Account,CARTYS COOLING COMPANY,16162,30781
55992,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY OF TENNESSEE,2386.2,USD,46159,Etairos,46173,26972,46189,EBS House Account,UNIVERSITY OF TENNESSEE,16062,32403
55993,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,54.88,USD,46159,Etairos,46173,26713,46189,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
55994,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,187.02,USD,46159,Etairos,46173,26713,46189,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
55995,Conversion,Invoice,Invoice,Yes,Complete,GRAHAM A/C SERVICE LLC,1310,USD,46159,Etairos,46173,26431,46189,EBS House Account,GRAHAM A/C SERVICE LLC,15470,32208
55996,Conversion,Invoice,Invoice,Yes,Complete,GRAHAM A/C SERVICE LLC,947.7,USD,46159,Etairos,46173,26431,46189,EBS House Account,GRAHAM A/C SERVICE LLC,15470,32208
55997,Conversion,Invoice,Invoice,Yes,Complete,DAMON-MARCUS CO,108.32,USD,46159,Etairos,46173,27159,46189,EBS House Account,DAMON-MARCUS CO,17005,30901
55999,Conversion,Invoice,Invoice,Yes,Complete,MITCH CO INC,149.72,USD,46160,Etairos,46173,28135,46190,EBS House Account,MITCH CO INC,16480,32154
56000,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,131.04,USD,46160,Etairos,46173,26713,46190,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
56001,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,105.24,USD,46160,Etairos,46173,26713,46190,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
56002,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,240.04,USD,46160,Etairos,46173,26713,46190,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
56006,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,336.26,USD,46160,Etairos,46173,27077,46190,EBS House Account,SOEFKER SERVICES,16104,31859
55827,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,1288.09,USD,46149,Etairos,46173,27958,46179,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55828,Conversion,Invoice,Invoice,Yes,Complete,TEMPERATURE INC,109.75,USD,46149,Etairos,46173,27622,46179,EBS House Account,TEMPERATURE INC,16725,32375
55829,Conversion,Invoice,Invoice,Yes,Complete,KNIGHT & WILSON INC,612.41,USD,46150,Etairos,46173,28337,46180,EBS House Account,KNIGHT & WILSON INC,16223,31890
55818,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,147.38,USD,46148,Etairos,46173,27958,46178,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55819,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,221.37,USD,46148,Etairos,46173,27077,46178,EBS House Account,SOEFKER SERVICES,16104,31859
55820,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,1009.78,USD,46148,Etairos,46173,27014,46178,EBS House Account,MORGAN & THORNBURG INC,16511,32149
55832,Conversion,Invoice,Invoice,Yes,Complete,FRANK MEADOR & SONS MECHANICAL CONTRACTORS INC,74095.36,USD,46150,Etairos,46173,26632,46180,EBS House Account,FRANK MEADOR & SONS MECHANICAL CONTRACTORS INC,15371,31667
55837,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,105.24,USD,46150,Etairos,46173,26713,46180,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
55838,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,112.05,USD,46150,Etairos,46173,26713,46180,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
55839,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,204.46,USD,46150,Etairos,46173,26713,46180,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
48419,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY OF MEMPHIS,1237.25,USD,45808,Etairos,46173,27623,45838,EBS House Account,UNIVERSITY OF MEMPHIS,15963,30743
48564,Conversion,Invoice,Invoice,Yes,Complete,CANOPY MEMPHIS DOWNTOWN,1102.31,USD,45818,Etairos,46173,28316,45848,EBS House Account,CANOPY MEMPHIS DOWNTOWN,15616,31788
48849,Conversion,Invoice,Invoice,Yes,Complete,UPCHURCH SERVICES RIDGELAND,290.81,USD,45828,Etairos,46173,27373,45858,EBS House Account,UPCHURCH SERVICES RIDGELAND,16784,31371
48865,Conversion,Invoice,Invoice,Yes,Complete,HAINES JONES & CADBURY,69,USD,45828,Etairos,46173,28275,45858,EBS House Account,HAINES JONES & CADBURY,15949,30358
49008,Conversion,Invoice,Invoice,Yes,Complete,5M SERVICES LLC,1303.09,USD,45834,Etairos,46173,28291,45864,EBS House Account,5M SERVICES LLC,16879,30774
49026,Conversion,Invoice,Invoice,Yes,Complete,CANOPY MEMPHIS DOWNTOWN,1263.86,USD,45834,Etairos,46173,28316,45864,EBS House Account,CANOPY MEMPHIS DOWNTOWN,15616,31788
49029,Conversion,Invoice,Invoice,Yes,Complete,GRANT A/C & HEATING LLC,2584.25,USD,45834,Etairos,46173,28092,45864,EBS House Account,GRANT A/C & HEATING LLC,16970,31868
49067,Conversion,Invoice,Invoice,Yes,Complete,FONDREN HOSPITALITY LLC,1162.6,USD,45835,Etairos,46173,26573,45865,EBS House Account,FONDREN HOSPITALITY LLC,16340,31405
49131,Conversion,Invoice,Invoice,Yes,Complete,GRANT A/C & HEATING LLC,1428.04,USD,45838,Etairos,46173,28092,45868,EBS House Account,GRANT A/C & HEATING LLC,16970,31868
49227,Conversion,Invoice,Invoice,Yes,Complete,GRANT A/C & HEATING LLC,295,USD,45845,Etairos,46173,28092,45875,EBS House Account,GRANT A/C & HEATING LLC,16970,31868
49246,Conversion,Invoice,Invoice,Yes,Complete,ENFRA MCC LLC,6585,USD,45846,Etairos,46173,27598,45876,EBS House Account,ENFRA MCC LLC,16702,30723
49304,Conversion,Invoice,Invoice,Yes,Complete,TOWNPLACE STS HARVEY,1979.5,USD,45849,Etairos,46173,27636,45879,EBS House Account,TOWNPLACE STS HARVEY,16007,31457
56008,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,8200,USD,46160,Etairos,46173,26436,46190,EBS House Account,AIR COMPONENTS INC,16404,31378
56009,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,255.96,USD,46160,Etairos,46173,26436,46190,EBS House Account,AIR COMPONENTS INC,16404,31378
56010,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,117,USD,46160,Etairos,46173,26436,46190,EBS House Account,AIR COMPONENTS INC,16404,31378
56012,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,664.1,USD,46160,Etairos,46173,27077,46190,EBS House Account,SOEFKER SERVICES,16104,31859
56018,Conversion,Invoice,Invoice,Yes,Complete,BLUFF CITY FIRE PROT & MECH,26.83,USD,46160,Etairos,46173,26846,46190,EBS House Account,BLUFF CITY FIRE PROT & MECH,15961,31359
56019,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,193.52,USD,46160,Etairos,46173,26436,46190,EBS House Account,AIR COMPONENTS INC,16404,31378
56020,Conversion,Invoice,Invoice,Yes,Complete,INTEGRITY MECHANICAL SOLUTIONS,347.1,USD,46160,Etairos,46173,27156,46190,EBS House Account,INTEGRITY MECHANICAL SOLUTIONS,15668,31266
56021,Conversion,Invoice,Invoice,Yes,Complete,R & R SERVICES,270.64,USD,46160,Etairos,46173,28353,46190,EBS House Account,R & R SERVICES,15681,31798
56026,Conversion,Credit Memo,Credit Memo,Yes,Complete,MIDWEST MACHINERY KC NEWCO LLC,-1005,USD,46160,Etairos,46173,26681,,EBS House Account,MIDWEST MACHINERY KC NEWCO LLC,15292,30929
56027,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,640.97,USD,46160,Etairos,46173,26436,46190,EBS House Account,AIR COMPONENTS INC,16404,31378
55840,Conversion,Invoice,Invoice,Yes,Complete,AIR TECHNICAL SERVICES,2980.81,USD,46153,Etairos,46173,12005,46183,EBS House Account,AIR TECHNICAL SERVICES,7002,21007
55841,Conversion,Invoice,Invoice,Yes,Complete,AIRETECH CORP,366.58,USD,46153,Etairos,46173,28424,46183,EBS House Account,AIRETECH CORP,16519,32017
55843,Conversion,Invoice,Invoice,Yes,Complete,MBCI-CHOCTAW TRIBAL SCHOOLS,438.58,USD,46153,Etairos,46173,27573,46183,EBS House Account,MBCI-CHOCTAW TRIBAL SCHOOLS,16420,32270
55849,Conversion,Invoice,Invoice,Yes,Complete,OSB SERVICES LLC,569.34,USD,46153,Etairos,46173,26278,46183,EBS House Account,OSB SERVICES LLC,15604,30980
55850,Conversion,Invoice,Invoice,Yes,Complete,AIR TECHNICAL SERVICES,263.4,USD,46153,Etairos,46173,12005,46183,EBS House Account,AIR TECHNICAL SERVICES,7002,21007
55852,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,167.48,USD,46153,Etairos,46173,27958,46183,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55853,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,1729,USD,46153,Etairos,46173,27958,46183,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55862,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,181.7,USD,46153,Etairos,46173,26713,46183,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
55863,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,89.56,USD,46153,Etairos,46173,26713,46183,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
55864,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,165.68,USD,46153,Etairos,46173,26713,46183,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
55865,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,194.97,USD,46153,Etairos,46173,26713,46183,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
55868,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,294.06,USD,46154,Etairos,46173,27958,46184,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
49320,Conversion,Invoice,Invoice,Yes,Complete,5M SERVICES LLC,7303.97,USD,45849,Etairos,46173,28291,45879,EBS House Account,5M SERVICES LLC,16879,30774
49644,Conversion,Invoice,Invoice,Yes,Complete,5M SERVICES LLC,493.93,USD,45863,Etairos,46173,28291,45893,EBS House Account,5M SERVICES LLC,16879,30774
49651,Conversion,Invoice,Invoice,Yes,Complete,GRANT A/C & HEATING LLC,2630.78,USD,45863,Etairos,46173,28092,45893,EBS House Account,GRANT A/C & HEATING LLC,16970,31868
49782,Conversion,Invoice,Invoice,Yes,Complete,RHODES COLLEGE,10674.3,USD,45866,Etairos,46173,28139,45896,EBS House Account,RHODES COLLEGE,15581,31940
49907,Conversion,Invoice,Invoice,Yes,Complete,5M SERVICES LLC,394,USD,45869,Etairos,46173,28291,45899,EBS House Account,5M SERVICES LLC,16879,30774
50006,Conversion,Invoice,Invoice,Yes,Complete,RHODES COLLEGE,3049.8,USD,45874,Etairos,46173,28139,45904,EBS House Account,RHODES COLLEGE,15581,31940
50038,Conversion,Invoice,Invoice,Yes,Complete,5M SERVICES LLC,187,USD,45875,Etairos,46173,28291,45905,EBS House Account,5M SERVICES LLC,16879,30774
50093,Conversion,Invoice,Invoice,Yes,Complete,5M SERVICES LLC,877,USD,45877,Etairos,46173,28291,45907,EBS House Account,5M SERVICES LLC,16879,30774
50094,Conversion,Invoice,Invoice,Yes,Complete,CANOPY MEMPHIS DOWNTOWN,4519.06,USD,45877,Etairos,46173,28316,45907,EBS House Account,CANOPY MEMPHIS DOWNTOWN,15616,31788
50422,Conversion,Invoice,Invoice,Yes,Complete,HOUMA20 HOSPITALITY LLC,2009.4,USD,45890,Etairos,46173,26835,45920,EBS House Account,HOUMA20 HOSPITALITY LLC,17396,31538
50461,Conversion,Invoice,Invoice,Yes,Complete,5M SERVICES LLC,1398,USD,45891,Etairos,46173,28291,45921,EBS House Account,5M SERVICES LLC,16879,30774
50477,Conversion,Invoice,Invoice,Yes,Complete,MECH TECH LLC,279.52,USD,45892,Etairos,46173,28311,45922,EBS House Account,MECH TECH LLC,16900,31600
50498,Conversion,Credit Memo,Credit Memo,Yes,Complete,RHODES COLLEGE,-2338,USD,45894,Etairos,46173,28139,,EBS House Account,RHODES COLLEGE,15581,31940
50499,Conversion,Credit Memo,Credit Memo,Yes,Complete,RHODES COLLEGE,-6819.83,USD,45894,Etairos,46173,28139,,EBS House Account,RHODES COLLEGE,15581,31940
55234,Conversion,Invoice,Invoice,Yes,Complete,METRO MECHANICAL CONTRACTORS,280.96,USD,46120,Etairos,46173,12007,46150,EBS House Account,METRO MECHANICAL CONTRACTORS,7004,21005
56029,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,186.14,USD,46160,Etairos,46173,26713,46190,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
56030,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,127.75,USD,46160,Etairos,46173,26713,46190,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
