Account Desc,Source Branch,Source Entity,Account Number,Source Account #,Branch Description,Source Description,Source Product Line,Product Line Description
Bad Debt,2,Etairos,61700,6600,Jackson,Bad Debts,3,Parts
Franchise Taxes,0,Etairos,99300,6910,Headquarters,Tn Franchise/Excise Tax,0,Equipment
Franchise Taxes,1,Etairos,99300,6910,Memphis,Tn Franchise/Excise Tax,1,Equipment
Franchise Taxes,3,Etairos,99300,6910,Arkansas,Ar Franchise/Excise Tax,1,Equipment
Franchise Taxes,1,Etairos,99300,6911,Memphis,Miss Franchise And Excise Tx,1,Equipment
Federal Income Taxes,1,Etairos,99200,6950,Memphis,Federal Income Tax Expense,1,Equipment
Misc Expenses,0,Etairos,76000,7200,Headquarters,Misc,0,Equipment
Other Income/Expenses,0,Etairos,91000,7200,Headquarters,Other Income/Misc,0,Equipment
QoE Op Ex Adjustment,0,Etairos,[null],79998Q,Headquarters,Qoe Op Ex Adjustment,0,Equipment
Gain/Loss on Sale of Asset,0,Etairos,94010,9050,Headquarters,(Gain)/Loss On Disposals,0,Equipment
Gain/Loss on Sale of Asset,1,Etairos,94010,9050,Memphis,(Gain)/Loss On Disposals,2,Service
Equip Depreciation,0,Etairos,79130,9051,Headquarters,Depreciation Expense,0,Equipment
Equip Depreciation,1,Etairos,79130,9051,Memphis,Depreciation Exp Equip Memphis,1,Equipment
Equip Depreciation,2,Etairos,79130,9051,Jackson,Depreciation Exp Equip Jx,1,Equipment
Equip Depreciation,3,Etairos,79130,9051,Arkansas,Depreciation Exp Equip Ar,1,Equipment
Equip Depreciation,1,Etairos,79130,9051,Memphis,Depreciation Exp Service,2,Service
Equip Depreciation,1,Etairos,79130,9051,Memphis,Depreciation Exp Wholesale Mem,3,Parts
Equip Depreciation,2,Etairos,79130,9051,Jackson,Depreciation Exp Wholesale Jx,3,Parts
Amortization,0,Etairos,79500,9052,Headquarters,Amortization Expense,0,Equipment
Amortization,1,Etairos,79500,9052,Memphis,Amorization Exp Equip Mem,1,Equipment
Amortization,2,Etairos,79500,9052,Jackson,Amorization Exp Equip Jx,1,Equipment
Amortization,3,Etairos,79500,9052,Arkansas,Amorization Exp Equip Ar,1,Equipment
Amortization,1,Etairos,79500,9052,Memphis,Amorization Exp Service,2,Service
Amortization,1,Etairos,79500,9052,Memphis,Amorization Exp Wholesale Mem,3,Parts
Amortization,2,Etairos,79500,9052,Jackson,Amorization Exp Wholesale Jx,3,Parts
Fees - Bank,1,Etairos,69100,9950,Memphis,Bank Charges,1,Equipment
Fees - Bank,2,Etairos,69100,9950,Jackson,Bank Charges,1,Equipment
Fees - Bank,3,Etairos,69100,9950,Arkansas,Bank Charges,1,Equipment
Fees - Bank,1,Etairos,69100,9950,Memphis,Bank Charges,2,Service
Fees - Bank,2,Etairos,69100,9950,Jackson,Bank Charges,2,Service
Fees - Bank,1,Etairos,69100,9950,Memphis,Bank Charges,3,Parts
Fees - Bank,2,Etairos,69100,9950,Jackson,Bank Charges,3,Parts
Fees - Bank,1,Etairos,69100,9950,Memphis,Bank Charges,4,General/HQ
Suspense,99,Etairos,79999,9999,Headquarters,Suspence/Out Of Balance,99,General/HQ
QofE Other Adjustment,0,Etairos,[null],99998Q,Headquarters,Qofe Other Adjustment,0,Equipment
Cost of Goods Sold,[null],Etairos,50000,[null],Arkansas,[null],[null],Air Distribution
Commissions Expense,[null],Etairos,61499,[null],Arkansas,[null],[null],Air Distribution
Cost of Goods Sold,[null],Etairos,50000,[null],Headquarters,[null],[null],Air Distribution
Salaries,[null],Etairos,61110,[null],Headquarters,[null],[null],Air Distribution
Bonus,[null],Etairos,61160,[null],Headquarters,[null],[null],Air Distribution
401K,[null],Etairos,61340,[null],Headquarters,[null],[null],Air Distribution
Payroll Tax,[null],Etairos,61400,[null],Headquarters,[null],[null],Air Distribution
Commissions Expense,[null],Etairos,61499,[null],Headquarters,[null],[null],Air Distribution
Revenue,[null],Etairos,40100,[null],Jackson,[null],[null],Air Distribution
Cost of Goods Sold,[null],Etairos,50000,[null],Jackson,[null],[null],Air Distribution
Salaries,[null],Etairos,61110,[null],Jackson,[null],[null],Air Distribution
Bonus,[null],Etairos,61160,[null],Jackson,[null],[null],Air Distribution
401K,[null],Etairos,61340,[null],Jackson,[null],[null],Air Distribution
Payroll Tax,[null],Etairos,61400,[null],Jackson,[null],[null],Air Distribution
Commissions Expense,[null],Etairos,61499,[null],Jackson,[null],[null],Air Distribution
Revenue,[null],Etairos,40100,[null],Memphis,[null],[null],Air Distribution
Cost of Goods Sold,[null],Etairos,50000,[null],Memphis,[null],[null],Air Distribution
Material COGS,[null],Etairos,50100,[null],Memphis,[null],[null],Air Distribution
Salaries,[null],Etairos,61110,[null],Memphis,[null],[null],Air Distribution
Bonus,[null],Etairos,61160,[null],Memphis,[null],[null],Air Distribution
401K,[null],Etairos,61340,[null],Memphis,[null],[null],Air Distribution
Payroll Tax,[null],Etairos,61400,[null],Memphis,[null],[null],Air Distribution
Commissions Expense,[null],Etairos,61499,[null],Memphis,[null],[null],Air Distribution
Auto Expenses,[null],Etairos,61600,[null],Memphis,[null],[null],Air Distribution
Vehicle Allowance,[null],Etairos,61605,[null],Memphis,[null],[null],Air Distribution
Bad Debt,[null],Etairos,61700,[null],Memphis,[null],[null],Air Distribution
Building Rent,[null],Etairos,62000,[null],Memphis,[null],[null],Air Distribution
Dues & Subscriptions,[null],Etairos,62100,[null],Memphis,[null],[null],Air Distribution
Office Expense,[null],Etairos,63000,[null],Memphis,[null],[null],Air Distribution
Cleaning,[null],Etairos,63010,[null],Memphis,[null],[null],Air Distribution
Repairs,[null],Etairos,63040,[null],Memphis,[null],[null],Air Distribution
Telephone,[null],Etairos,63070,[null],Memphis,[null],[null],Air Distribution
Utilities Expense,[null],Etairos,63095,[null],Memphis,[null],[null],Air Distribution
Computer Expense,[null],Etairos,63150,[null],Memphis,[null],[null],Air Distribution
Travel Expense,[null],Etairos,64000,[null],Memphis,[null],[null],Air Distribution
Fees,[null],Etairos,69000,[null],Memphis,[null],[null],Air Distribution
Fees - Bank,[null],Etairos,69100,[null],Memphis,[null],[null],Air Distribution
Fees- Credit Card,[null],Etairos,69120,[null],Memphis,[null],[null],Air Distribution
Insurance,[null],Etairos,69200,[null],Memphis,[null],[null],Air Distribution
Supplies,[null],Etairos,69300,[null],Memphis,[null],[null],Air Distribution
Sales & Marketing,[null],Etairos,73000,[null],Memphis,[null],[null],Air Distribution
Property Tax,[null],Etairos,75100,[null],Memphis,[null],[null],Air Distribution
Mgt Fee/Allocation,[null],Etairos,78025,[null],Memphis,[null],[null],Air Distribution
Cost of Goods Sold,[null],Etairos,50000,[null],Arkansas,[null],[null],Controls
Material COGS,[null],Etairos,50100,[null],Arkansas,[null],[null],Controls
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Arkansas,[null],[null],Controls
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Arkansas,[null],[null],Controls
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Arkansas,[null],[null],Controls
COGS move to IC COGS,[null],Etairos,50199,[null],Arkansas,[null],[null],Controls
Freight,[null],Etairos,50500,[null],Arkansas,[null],[null],Controls
Blygold Royalty,[null],Etairos,50700,[null],Arkansas,[null],[null],Controls
Outside Broker,[null],Etairos,51498,[null],Arkansas,[null],[null],Controls
Inventory Adjustments,[null],Etairos,55000,[null],Arkansas,[null],[null],Controls
Prompt Pay Discounts,[null],Etairos,57500,[null],Arkansas,[null],[null],Controls
Purchase Discounts,[null],Etairos,57600,[null],Arkansas,[null],[null],Controls
Intra Business COGS,[null],Etairos,59998,[null],Arkansas,[null],[null],Controls
Intercompany COGS,[null],Etairos,59999,[null],Arkansas,[null],[null],Controls
Salaries,[null],Etairos,61110,[null],Arkansas,[null],[null],Controls
Bonus,[null],Etairos,61160,[null],Arkansas,[null],[null],Controls
401K,[null],Etairos,61340,[null],Arkansas,[null],[null],Controls
Payroll Tax,[null],Etairos,61400,[null],Arkansas,[null],[null],Controls
Commissions Expense,[null],Etairos,61499,[null],Arkansas,[null],[null],Controls
Cost of Goods Sold,[null],Etairos,50000,[null],Headquarters,[null],[null],Controls
Material COGS,[null],Etairos,50100,[null],Headquarters,[null],[null],Controls
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Headquarters,[null],[null],Controls
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Headquarters,[null],[null],Controls
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Headquarters,[null],[null],Controls
COGS move to IC COGS,[null],Etairos,50199,[null],Headquarters,[null],[null],Controls
Freight,[null],Etairos,50500,[null],Headquarters,[null],[null],Controls
Blygold Royalty,[null],Etairos,50700,[null],Headquarters,[null],[null],Controls
Outside Broker,[null],Etairos,51498,[null],Headquarters,[null],[null],Controls
Inventory Adjustments,[null],Etairos,55000,[null],Headquarters,[null],[null],Controls
Prompt Pay Discounts,[null],Etairos,57500,[null],Headquarters,[null],[null],Controls
Purchase Discounts,[null],Etairos,57600,[null],Headquarters,[null],[null],Controls
Intra Business COGS,[null],Etairos,59998,[null],Headquarters,[null],[null],Controls
Intercompany COGS,[null],Etairos,59999,[null],Headquarters,[null],[null],Controls
Salaries,[null],Etairos,61110,[null],Headquarters,[null],[null],Controls
Bonus,[null],Etairos,61160,[null],Headquarters,[null],[null],Controls
401K,[null],Etairos,61340,[null],Headquarters,[null],[null],Controls
Payroll Tax,[null],Etairos,61400,[null],Headquarters,[null],[null],Controls
Commissions Expense,[null],Etairos,61499,[null],Headquarters,[null],[null],Controls
Cost of Goods Sold,[null],Etairos,50000,[null],Jackson,[null],[null],Controls
Material COGS,[null],Etairos,50100,[null],Jackson,[null],[null],Controls
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Jackson,[null],[null],Controls
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Jackson,[null],[null],Controls
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Jackson,[null],[null],Controls
COGS move to IC COGS,[null],Etairos,50199,[null],Jackson,[null],[null],Controls
Freight,[null],Etairos,50500,[null],Jackson,[null],[null],Controls
Blygold Royalty,[null],Etairos,50700,[null],Jackson,[null],[null],Controls
Outside Broker,[null],Etairos,51498,[null],Jackson,[null],[null],Controls
Inventory Adjustments,[null],Etairos,55000,[null],Jackson,[null],[null],Controls
Prompt Pay Discounts,[null],Etairos,57500,[null],Jackson,[null],[null],Controls
Purchase Discounts,[null],Etairos,57600,[null],Jackson,[null],[null],Controls
Intra Business COGS,[null],Etairos,59998,[null],Jackson,[null],[null],Controls
Intercompany COGS,[null],Etairos,59999,[null],Jackson,[null],[null],Controls
Salaries,[null],Etairos,61110,[null],Jackson,[null],[null],Controls
Bonus,[null],Etairos,61160,[null],Jackson,[null],[null],Controls
401K,[null],Etairos,61340,[null],Jackson,[null],[null],Controls
Payroll Tax,[null],Etairos,61400,[null],Jackson,[null],[null],Controls
Commissions Expense,[null],Etairos,61499,[null],Jackson,[null],[null],Controls
Cost of Goods Sold,[null],Etairos,50000,[null],Memphis,[null],[null],Controls
Material COGS,[null],Etairos,50100,[null],Memphis,[null],[null],Controls
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Memphis,[null],[null],Controls
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Memphis,[null],[null],Controls
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Memphis,[null],[null],Controls
COGS move to IC COGS,[null],Etairos,50199,[null],Memphis,[null],[null],Controls
Freight,[null],Etairos,50500,[null],Memphis,[null],[null],Controls
Blygold Royalty,[null],Etairos,50700,[null],Memphis,[null],[null],Controls
Outside Broker,[null],Etairos,51498,[null],Memphis,[null],[null],Controls
Inventory Adjustments,[null],Etairos,55000,[null],Memphis,[null],[null],Controls
Prompt Pay Discounts,[null],Etairos,57500,[null],Memphis,[null],[null],Controls
Purchase Discounts,[null],Etairos,57600,[null],Memphis,[null],[null],Controls
Intra Business COGS,[null],Etairos,59998,[null],Memphis,[null],[null],Controls
Intercompany COGS,[null],Etairos,59999,[null],Memphis,[null],[null],Controls
Salaries,[null],Etairos,61110,[null],Memphis,[null],[null],Controls
Bonus,[null],Etairos,61160,[null],Memphis,[null],[null],Controls
401K,[null],Etairos,61340,[null],Memphis,[null],[null],Controls
Payroll Tax,[null],Etairos,61400,[null],Memphis,[null],[null],Controls
Commissions Expense,[null],Etairos,61499,[null],Memphis,[null],[null],Controls
Cost of Goods Sold,[null],Etairos,50000,[null],Arkansas,[null],[null],Ecommerce
Material COGS,[null],Etairos,50100,[null],Arkansas,[null],[null],Ecommerce
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Arkansas,[null],[null],Ecommerce
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Arkansas,[null],[null],Ecommerce
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Arkansas,[null],[null],Ecommerce
COGS move to IC COGS,[null],Etairos,50199,[null],Arkansas,[null],[null],Ecommerce
Freight,[null],Etairos,50500,[null],Arkansas,[null],[null],Ecommerce
Blygold Royalty,[null],Etairos,50700,[null],Arkansas,[null],[null],Ecommerce
Outside Broker,[null],Etairos,51498,[null],Arkansas,[null],[null],Ecommerce
Inventory Adjustments,[null],Etairos,55000,[null],Arkansas,[null],[null],Ecommerce
Prompt Pay Discounts,[null],Etairos,57500,[null],Arkansas,[null],[null],Ecommerce
Purchase Discounts,[null],Etairos,57600,[null],Arkansas,[null],[null],Ecommerce
Intra Business COGS,[null],Etairos,59998,[null],Arkansas,[null],[null],Ecommerce
Intercompany COGS,[null],Etairos,59999,[null],Arkansas,[null],[null],Ecommerce
Salaries,[null],Etairos,61110,[null],Arkansas,[null],[null],Ecommerce
401K,[null],Etairos,61340,[null],Arkansas,[null],[null],Ecommerce
Payroll Tax,[null],Etairos,61400,[null],Arkansas,[null],[null],Ecommerce
Commissions Expense,[null],Etairos,61499,[null],Arkansas,[null],[null],Ecommerce
Cost of Goods Sold,[null],Etairos,50000,[null],Headquarters,[null],[null],Ecommerce
Material COGS,[null],Etairos,50100,[null],Headquarters,[null],[null],Ecommerce
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Headquarters,[null],[null],Ecommerce
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Headquarters,[null],[null],Ecommerce
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Headquarters,[null],[null],Ecommerce
COGS move to IC COGS,[null],Etairos,50199,[null],Headquarters,[null],[null],Ecommerce
Freight,[null],Etairos,50500,[null],Headquarters,[null],[null],Ecommerce
Blygold Royalty,[null],Etairos,50700,[null],Headquarters,[null],[null],Ecommerce
Outside Broker,[null],Etairos,51498,[null],Headquarters,[null],[null],Ecommerce
Inventory Adjustments,[null],Etairos,55000,[null],Headquarters,[null],[null],Ecommerce
Prompt Pay Discounts,[null],Etairos,57500,[null],Headquarters,[null],[null],Ecommerce
Purchase Discounts,[null],Etairos,57600,[null],Headquarters,[null],[null],Ecommerce
Intra Business COGS,[null],Etairos,59998,[null],Headquarters,[null],[null],Ecommerce
Intercompany COGS,[null],Etairos,59999,[null],Headquarters,[null],[null],Ecommerce
Salaries,[null],Etairos,61110,[null],Headquarters,[null],[null],Ecommerce
401K,[null],Etairos,61340,[null],Headquarters,[null],[null],Ecommerce
Payroll Tax,[null],Etairos,61400,[null],Headquarters,[null],[null],Ecommerce
Commissions Expense,[null],Etairos,61499,[null],Headquarters,[null],[null],Ecommerce
Cost of Goods Sold,[null],Etairos,50000,[null],Jackson,[null],[null],Ecommerce
Material COGS,[null],Etairos,50100,[null],Jackson,[null],[null],Ecommerce
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Jackson,[null],[null],Ecommerce
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Jackson,[null],[null],Ecommerce
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Jackson,[null],[null],Ecommerce
COGS move to IC COGS,[null],Etairos,50199,[null],Jackson,[null],[null],Ecommerce
Freight,[null],Etairos,50500,[null],Jackson,[null],[null],Ecommerce
Blygold Royalty,[null],Etairos,50700,[null],Jackson,[null],[null],Ecommerce
Outside Broker,[null],Etairos,51498,[null],Jackson,[null],[null],Ecommerce
Inventory Adjustments,[null],Etairos,55000,[null],Jackson,[null],[null],Ecommerce
Prompt Pay Discounts,[null],Etairos,57500,[null],Jackson,[null],[null],Ecommerce
Purchase Discounts,[null],Etairos,57600,[null],Jackson,[null],[null],Ecommerce
Intra Business COGS,[null],Etairos,59998,[null],Jackson,[null],[null],Ecommerce
Intercompany COGS,[null],Etairos,59999,[null],Jackson,[null],[null],Ecommerce
Salaries,[null],Etairos,61110,[null],Jackson,[null],[null],Ecommerce
401K,[null],Etairos,61340,[null],Jackson,[null],[null],Ecommerce
Payroll Tax,[null],Etairos,61400,[null],Jackson,[null],[null],Ecommerce
Commissions Expense,[null],Etairos,61499,[null],Jackson,[null],[null],Ecommerce
Cost of Goods Sold,[null],Etairos,50000,[null],Memphis,[null],[null],Ecommerce
Material COGS,[null],Etairos,50100,[null],Memphis,[null],[null],Ecommerce
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Memphis,[null],[null],Ecommerce
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Memphis,[null],[null],Ecommerce
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Memphis,[null],[null],Ecommerce
COGS move to IC COGS,[null],Etairos,50199,[null],Memphis,[null],[null],Ecommerce
Freight,[null],Etairos,50500,[null],Memphis,[null],[null],Ecommerce
Blygold Royalty,[null],Etairos,50700,[null],Memphis,[null],[null],Ecommerce
Outside Broker,[null],Etairos,51498,[null],Memphis,[null],[null],Ecommerce
Inventory Adjustments,[null],Etairos,55000,[null],Memphis,[null],[null],Ecommerce
Prompt Pay Discounts,[null],Etairos,57500,[null],Memphis,[null],[null],Ecommerce
Purchase Discounts,[null],Etairos,57600,[null],Memphis,[null],[null],Ecommerce
Intra Business COGS,[null],Etairos,59998,[null],Memphis,[null],[null],Ecommerce
Intercompany COGS,[null],Etairos,59999,[null],Memphis,[null],[null],Ecommerce
Salaries,[null],Etairos,61110,[null],Memphis,[null],[null],Ecommerce
401K,[null],Etairos,61340,[null],Memphis,[null],[null],Ecommerce
Payroll Tax,[null],Etairos,61400,[null],Memphis,[null],[null],Ecommerce
Commissions Expense,[null],Etairos,61499,[null],Memphis,[null],[null],Ecommerce
Cost of Goods Sold,[null],Etairos,50000,[null],Arkansas,[null],[null],Electrical
Material COGS,[null],Etairos,50100,[null],Arkansas,[null],[null],Electrical
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Arkansas,[null],[null],Electrical
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Arkansas,[null],[null],Electrical
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Arkansas,[null],[null],Electrical
COGS move to IC COGS,[null],Etairos,50199,[null],Arkansas,[null],[null],Electrical
Freight,[null],Etairos,50500,[null],Arkansas,[null],[null],Electrical
Blygold Royalty,[null],Etairos,50700,[null],Arkansas,[null],[null],Electrical
Outside Broker,[null],Etairos,51498,[null],Arkansas,[null],[null],Electrical
Inventory Adjustments,[null],Etairos,55000,[null],Arkansas,[null],[null],Electrical
Prompt Pay Discounts,[null],Etairos,57500,[null],Arkansas,[null],[null],Electrical
Purchase Discounts,[null],Etairos,57600,[null],Arkansas,[null],[null],Electrical
Intra Business COGS,[null],Etairos,59998,[null],Arkansas,[null],[null],Electrical
Intercompany COGS,[null],Etairos,59999,[null],Arkansas,[null],[null],Electrical
Salaries,[null],Etairos,61110,[null],Arkansas,[null],[null],Electrical
401K,[null],Etairos,61340,[null],Arkansas,[null],[null],Electrical
Payroll Tax,[null],Etairos,61400,[null],Arkansas,[null],[null],Electrical
Commissions Expense,[null],Etairos,61499,[null],Arkansas,[null],[null],Electrical
Cost of Goods Sold,[null],Etairos,50000,[null],Headquarters,[null],[null],Electrical
Material COGS,[null],Etairos,50100,[null],Headquarters,[null],[null],Electrical
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Headquarters,[null],[null],Electrical
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Headquarters,[null],[null],Electrical
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Headquarters,[null],[null],Electrical
COGS move to IC COGS,[null],Etairos,50199,[null],Headquarters,[null],[null],Electrical
Freight,[null],Etairos,50500,[null],Headquarters,[null],[null],Electrical
Blygold Royalty,[null],Etairos,50700,[null],Headquarters,[null],[null],Electrical
Outside Broker,[null],Etairos,51498,[null],Headquarters,[null],[null],Electrical
Inventory Adjustments,[null],Etairos,55000,[null],Headquarters,[null],[null],Electrical
Prompt Pay Discounts,[null],Etairos,57500,[null],Headquarters,[null],[null],Electrical
Purchase Discounts,[null],Etairos,57600,[null],Headquarters,[null],[null],Electrical
Intra Business COGS,[null],Etairos,59998,[null],Headquarters,[null],[null],Electrical
Intercompany COGS,[null],Etairos,59999,[null],Headquarters,[null],[null],Electrical
Salaries,[null],Etairos,61110,[null],Headquarters,[null],[null],Electrical
401K,[null],Etairos,61340,[null],Headquarters,[null],[null],Electrical
Payroll Tax,[null],Etairos,61400,[null],Headquarters,[null],[null],Electrical
Commissions Expense,[null],Etairos,61499,[null],Headquarters,[null],[null],Electrical
Cost of Goods Sold,[null],Etairos,50000,[null],Jackson,[null],[null],Electrical
Material COGS,[null],Etairos,50100,[null],Jackson,[null],[null],Electrical
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Jackson,[null],[null],Electrical
FICA,[null],Etairos,61410,[null],Jackson,[null],[null],Equipment
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Jackson,[null],[null],Electrical
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Jackson,[null],[null],Electrical
COGS move to IC COGS,[null],Etairos,50199,[null],Jackson,[null],[null],Electrical
Freight,[null],Etairos,50500,[null],Jackson,[null],[null],Electrical
Blygold Royalty,[null],Etairos,50700,[null],Jackson,[null],[null],Electrical
Outside Broker,[null],Etairos,51498,[null],Jackson,[null],[null],Electrical
Inventory Adjustments,[null],Etairos,55000,[null],Jackson,[null],[null],Electrical
Prompt Pay Discounts,[null],Etairos,57500,[null],Jackson,[null],[null],Electrical
Purchase Discounts,[null],Etairos,57600,[null],Jackson,[null],[null],Electrical
Intra Business COGS,[null],Etairos,59998,[null],Jackson,[null],[null],Electrical
Intercompany COGS,[null],Etairos,59999,[null],Jackson,[null],[null],Electrical
Salaries,[null],Etairos,61110,[null],Jackson,[null],[null],Electrical
401K,[null],Etairos,61340,[null],Jackson,[null],[null],Electrical
Payroll Tax,[null],Etairos,61400,[null],Jackson,[null],[null],Electrical
Commissions Expense,[null],Etairos,61499,[null],Jackson,[null],[null],Electrical
Cost of Goods Sold,[null],Etairos,50000,[null],Memphis,[null],[null],Electrical
Material COGS,[null],Etairos,50100,[null],Memphis,[null],[null],Electrical
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Memphis,[null],[null],Electrical
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Memphis,[null],[null],Electrical
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Memphis,[null],[null],Electrical
COGS move to IC COGS,[null],Etairos,50199,[null],Memphis,[null],[null],Electrical
Freight,[null],Etairos,50500,[null],Memphis,[null],[null],Electrical
Blygold Royalty,[null],Etairos,50700,[null],Memphis,[null],[null],Electrical
Outside Broker,[null],Etairos,51498,[null],Memphis,[null],[null],Electrical
Inventory Adjustments,[null],Etairos,55000,[null],Memphis,[null],[null],Electrical
Prompt Pay Discounts,[null],Etairos,57500,[null],Memphis,[null],[null],Electrical
Purchase Discounts,[null],Etairos,57600,[null],Memphis,[null],[null],Electrical
Intra Business COGS,[null],Etairos,59998,[null],Memphis,[null],[null],Electrical
Intercompany COGS,[null],Etairos,59999,[null],Memphis,[null],[null],Electrical
Salaries,[null],Etairos,61110,[null],Memphis,[null],[null],Electrical
401K,[null],Etairos,61340,[null],Memphis,[null],[null],Electrical
Payroll Tax,[null],Etairos,61400,[null],Memphis,[null],[null],Electrical
Commissions Expense,[null],Etairos,61499,[null],Memphis,[null],[null],Electrical
Cost of Goods Sold,[null],Etairos,50000,[null],Arkansas,[null],[null],Equipment
Material COGS,[null],Etairos,50100,[null],Arkansas,[null],[null],Equipment
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Arkansas,[null],[null],Equipment
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Arkansas,[null],[null],Equipment
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Arkansas,[null],[null],Equipment
COGS move to IC COGS,[null],Etairos,50199,[null],Arkansas,[null],[null],Equipment
Freight,[null],Etairos,50500,[null],Arkansas,[null],[null],Equipment
Blygold Royalty,[null],Etairos,50700,[null],Arkansas,[null],[null],Equipment
Outside Broker,[null],Etairos,51498,[null],Arkansas,[null],[null],Equipment
Inventory Adjustments,[null],Etairos,55000,[null],Arkansas,[null],[null],Equipment
Prompt Pay Discounts,[null],Etairos,57500,[null],Arkansas,[null],[null],Equipment
Purchase Discounts,[null],Etairos,57600,[null],Arkansas,[null],[null],Equipment
Intra Business COGS,[null],Etairos,59998,[null],Arkansas,[null],[null],Equipment
Intercompany COGS,[null],Etairos,59999,[null],Arkansas,[null],[null],Equipment
Salaries,[null],Etairos,61110,[null],Arkansas,[null],[null],Equipment
Bonus,[null],Etairos,61160,[null],Arkansas,[null],[null],Equipment
401K,[null],Etairos,61340,[null],Arkansas,[null],[null],Equipment
Payroll Tax,[null],Etairos,61400,[null],Arkansas,[null],[null],Equipment
Commissions Expense,[null],Etairos,61499,[null],Arkansas,[null],[null],Equipment
Cost of Goods Sold,[null],Etairos,50000,[null],Headquarters,[null],[null],Equipment
Material COGS,[null],Etairos,50100,[null],Headquarters,[null],[null],Equipment
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Headquarters,[null],[null],Equipment
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Headquarters,[null],[null],Equipment
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Headquarters,[null],[null],Equipment
COGS move to IC COGS,[null],Etairos,50199,[null],Headquarters,[null],[null],Equipment
Freight,[null],Etairos,50500,[null],Headquarters,[null],[null],Equipment
Blygold Royalty,[null],Etairos,50700,[null],Headquarters,[null],[null],Equipment
Outside Broker,[null],Etairos,51498,[null],Headquarters,[null],[null],Equipment
Inventory Adjustments,[null],Etairos,55000,[null],Headquarters,[null],[null],Equipment
Prompt Pay Discounts,[null],Etairos,57500,[null],Headquarters,[null],[null],Equipment
Purchase Discounts,[null],Etairos,57600,[null],Headquarters,[null],[null],Equipment
Intra Business COGS,[null],Etairos,59998,[null],Headquarters,[null],[null],Equipment
Intercompany COGS,[null],Etairos,59999,[null],Headquarters,[null],[null],Equipment
Salaries,[null],Etairos,61110,[null],Headquarters,[null],[null],Equipment
Bonus,[null],Etairos,61160,[null],Headquarters,[null],[null],Equipment
401K,[null],Etairos,61340,[null],Headquarters,[null],[null],Equipment
Payroll Tax,[null],Etairos,61400,[null],Headquarters,[null],[null],Equipment
Commissions Expense,[null],Etairos,61499,[null],Headquarters,[null],[null],Equipment
Revenue,[null],Etairos,40100,[null],Jackson,[null],[null],Equipment
Commissions,[null],Etairos,40200,[null],Jackson,[null],[null],Equipment
Intercompany Revenue,[null],Etairos,49999,[null],Jackson,[null],[null],Equipment
Cost of Goods Sold,[null],Etairos,50000,[null],Jackson,[null],[null],Equipment
Material COGS,[null],Etairos,50100,[null],Jackson,[null],[null],Equipment
