Transaction Type,Trx Date,Trx Number/ Cross Ref,Po Number,Customer Name (Only Bill to/ No Ship To),Customer Address,Payment Term,Due Date,Invoice Amount,Salesperson Name,Sales credit percentage
Type,Date,Num,P. O. #,Name,Name Address,Terms,Due Date,Open Balance,,
Invoice,2026-02-05 00:00:00,244606,23474-213549,Total Energy Management:TOT-HMIS - Eastern Plateau Fire Station,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-07 00:00:00,4380,House Account,1
Invoice,2026-02-05 00:00:00,244683,25191CNC,Legacy Heating and Cooling:Leg-413 and 417 Sandpoint Apartments,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-07 00:00:00,1490.36,House Account,1
Invoice,2026-02-05 00:00:00,244153-2,Missoula FSD/Fans,Air Design:ADE-Affinity at Missoula,"1807 E. Francis Spokane, WA 99208 USA",Net 30,2026-03-07 00:00:00,151.89,House Account,1
Invoice,2026-02-05 00:00:00,242305,106267277,Dayco Heating & Air:Day-Our Lady of the Desert Parish,"11 N Auburn St Kennewick, WA 99336 USA",Net 30,2026-03-07 00:00:00,3010,House Account,1
Invoice,2026-02-05 00:00:00,243747-1,32039,Bruce Heating & Air Conditioning Inc.:BRU-College Place Public Schools-Field,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-07 00:00:00,1137,House Account,1
Invoice,2026-02-06 00:00:00,245021,32551,Bruce Heating & Air Conditioning Inc.:BRU-Nespelem Longhouse -Confederated Tr,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-08 00:00:00,11100,House Account,1
Invoice,2026-02-06 00:00:00,243930,RS00113,Legacy Heating and Cooling:Leg-Special Projects,"110 Lions Way Hayden, ID 83835 USA",Net 30,2026-03-08 00:00:00,2295,House Account,1
Invoice,2026-02-06 00:00:00,243750,32036,Bruce Heating & Air Conditioning Inc.:BRU-College Place Public Schools-Field,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-08 00:00:00,770,House Account,1
Invoice,2026-02-06 00:00:00,243644,106267277,Dayco Heating & Air:Day-Our Lady of the Desert Parish,"11 N Auburn St Kennewick, WA 99336 USA",Net 30,2026-03-08 00:00:00,654.29,House Account,1
Invoice,2026-02-06 00:00:00,244063,32113,Bruce Heating & Air Conditioning Inc.:BRU-Nespelem Longhouse -Confederated Tr,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-08 00:00:00,1902,House Account,1
Invoice,2026-02-06 00:00:00,244874,C25-0043-543,Pro Mechanical Services Inc:Pro-Lake Chelan Health EMS & Admin Buil,"PO Box 6526 Spokane, WA 99217 USA",Net 30,2026-03-08 00:00:00,2940,House Account,1
Invoice,2026-02-06 00:00:00,243076,,"Alpine Summit Heating & Cooling:Ash-Tulip Buildings - Hauser, ID","904 East Teton Road Athol, ID 83801 USA",Immediate,2026-02-06 00:00:00,205.5,House Account,1
Invoice,2026-02-06 00:00:00,244617,32345,Bruce Heating & Air Conditioning Inc.:BRU-Framatone Warehouse 9,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-08 00:00:00,1158,House Account,1
Invoice,2026-02-06 00:00:00,242301-1,106267277,Dayco Heating & Air:Day-Our Lady of the Desert Parish,"11 N Auburn St Kennewick, WA 99336 USA",Net 30,2026-03-08 00:00:00,214,House Account,1
Invoice,2026-02-06 00:00:00,242501-1,23255-210705,Total Energy Management:TOT-Port of Pasco - Tri-Cities Airport,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-08 00:00:00,3211,House Account,1
Invoice,2026-02-06 00:00:00,242961,31672,Bruce Heating & Air Conditioning Inc.:BRU-Equipment Share Ground-Up - Wenatch,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-08 00:00:00,1356,House Account,1
Invoice,2026-02-06 00:00:00,244866,RD0029,Legacy Heating and Cooling:Leg-FMC - Fire Station 2 Remodel,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-08 00:00:00,645,House Account,1
Invoice,2026-02-06 00:00:00,244211-2,25220CNC,Legacy Heating and Cooling:Leg-Boundary County Justice Building,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-08 00:00:00,315.88,House Account,1
Invoice,2026-02-09 00:00:00,242319,31446,Bruce Heating & Air Conditioning Inc.:BRU-Bruce Heating Small Projects,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-11 00:00:00,8600,House Account,1
Invoice,2026-02-09 00:00:00,243644-1,106267277,Dayco Heating & Air:Day-Our Lady of the Desert Parish,"11 N Auburn St Kennewick, WA 99336 USA",Net 30,2026-03-11 00:00:00,490.71,House Account,1
Invoice,2026-02-09 00:00:00,244192,JM00575,Legacy Heating and Cooling:Leg-4th and Pines ESF - Spokane Valley,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-11 00:00:00,1510,House Account,1
Invoice,2026-02-09 00:00:00,244614,32347,Bruce Heating & Air Conditioning Inc.:BRU-Framatone Warehouse 9,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-11 00:00:00,885,House Account,1
Invoice,2026-02-09 00:00:00,243074,Tulip Buildings - Hauser,"Alpine Summit Heating & Cooling:Ash-Tulip Buildings - Hauser, ID","904 East Teton Road Athol, ID 83801 USA",Immediate,2026-02-09 00:00:00,16.5,House Account,1
Invoice,2026-02-09 00:00:00,245041,32542,Bruce Heating & Air Conditioning Inc.:BRU-Specialty Retailer (Natural Grocers,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-11 00:00:00,1032,House Account,1
Invoice,2026-02-09 00:00:00,244374,187938128-007,Sturm Heating & Air Conditioning:STU-Planet Fitness TI Newport Hwy - Spo,"1112 N Nelson St Spokane, WA 99202 USA",Net 30,2026-03-11 00:00:00,7605,House Account,1
Invoice,2026-02-09 00:00:00,242301-2,106267277,Dayco Heating & Air:Day-Our Lady of the Desert Parish,"11 N Auburn St Kennewick, WA 99336 USA",Net 30,2026-03-11 00:00:00,7195,House Account,1
Invoice,2026-02-09 00:00:00,244153-3,Missoula FSD/Fans,Air Design:ADE-Affinity at Missoula,"1807 E. Francis Spokane, WA 99208 USA",Net 30,2026-03-11 00:00:00,810.11,House Account,1
Invoice,2026-02-09 00:00:00,244317,23478-213451,Total Energy Management:TOT-D&R Insulation Headquarters - Kenne,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-11 00:00:00,724,House Account,1
Invoice,2026-02-09 00:00:00,245034,692079,"MacDonald-Miller Facility Solutions, Inc.:MAC-Mac Miller Parts","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-11 00:00:00,420,House Account,1
Invoice,2026-02-09 00:00:00,245147,32597,Bruce Heating & Air Conditioning Inc.:BRU-AC Hotel - Kennewick,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-11 00:00:00,6385,House Account,1
Invoice,2026-02-10 00:00:00,245293,26041-007,McKinstry Company:MCK-McKinstry Spokane Small Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-12 00:00:00,41,House Account,1
Invoice,2026-02-10 00:00:00,244694,25191CNC,Legacy Heating and Cooling:Leg-413 and 417 Sandpoint Apartments,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-12 00:00:00,3031.6,House Account,1
Invoice,2026-02-10 00:00:00,243420,31868,Bruce Heating & Air Conditioning Inc.:BRU-Bruce Heating Small Projects,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-12 00:00:00,985,House Account,1
Invoice,2026-02-10 00:00:00,243967,32115,Bruce Heating & Air Conditioning Inc.:BRU-STCU - Othello,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-12 00:00:00,176,House Account,1
Invoice,2026-02-10 00:00:00,245169,JM00596,Legacy Heating and Cooling:Leg-Inland Imaging Regional Breast Cent,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-12 00:00:00,1020,House Account,1
Invoice,2026-02-10 00:00:00,245190,JM00597,Legacy Heating and Cooling:Leg-Special Projects,"110 Lions Way Hayden, ID 83835 USA",Net 30,2026-03-12 00:00:00,330,House Account,1
Invoice,2026-02-10 00:00:00,244363-1,188369283-001,Sturm Heating & Air Conditioning:STU-AGRI Storage Unit PF - Dept. of Agr,"1112 N Nelson St Spokane, WA 99202 USA",Net 30,2026-03-12 00:00:00,181,House Account,1
Invoice,2026-02-11 00:00:00,243443,1245522,"Campbell & Company, Inc.:Cam-Riverpoint Farms","2828 W Irving St Pasco, WA 99301 USA",Net 30,2026-03-13 00:00:00,2496,House Account,1
Invoice,2026-02-11 00:00:00,244577,32336,Bruce Heating & Air Conditioning Inc.:BRU-AC Hotel - Kennewick,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-13 00:00:00,525,House Account,1
Invoice,2026-02-11 00:00:00,244778,travis8,Steelhead Mechanical:STE-New Bldg 8 - Brass Foundry,"PO Box 6245 Spokane, WA 99217 USA",Net 30,2026-03-13 00:00:00,1796,House Account,1
Invoice,2026-02-11 00:00:00,244479-1,SMOB-CO3-2818-6,Kollmar Inc:Kollmar Inc GOF,"410 OIE Hwy Grandview, WA 98930 USA",Net 30,2026-03-13 00:00:00,1852,House Account,1
Invoice,2026-02-11 00:00:00,244151,Missoula FSD/Fans,Air Design:ADE-Affinity at Missoula,"1807 E. Francis Spokane, WA 99208 USA",Net 30,2026-03-13 00:00:00,1465,House Account,1
Invoice,2026-02-11 00:00:00,242961-1,31672,Bruce Heating & Air Conditioning Inc.:BRU-Equipment Share Ground-Up - Wenatch,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-13 00:00:00,1724,House Account,1
Invoice,2026-02-11 00:00:00,243801-1,32064,Bruce Heating & Air Conditioning Inc.:BRU-Specialty Retailer (Natural Grocers,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-13 00:00:00,2951,House Account,1
Invoice,2026-02-11 00:00:00,244870,RD0029,Legacy Heating and Cooling:Leg-FMC - Fire Station 2 Remodel,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-13 00:00:00,2720,House Account,1
Invoice,2026-02-11 00:00:00,245382,420 Evergreen,Evergreen Heating:EVH-Evergreen Heating Small Projects,"PO Box 2527 Spokane, WA 99220 USA",Net 30,2026-03-13 00:00:00,57.78,House Account,1
Invoice,2026-02-11 00:00:00,245138,Sicilia Warehouse,Evergreen Heating:EVH-Evergreen Heating Small Projects,"PO Box 2527 Spokane, WA 99220 USA",Net 30,2026-03-13 00:00:00,161,House Account,1
Invoice,2026-02-11 00:00:00,245059,JM00594,Legacy Heating and Cooling:Leg-Midway Market - Spokane,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-13 00:00:00,4060,House Account,1
Invoice,2026-02-11 00:00:00,245319,6642600112,Post Falls School Dist,"PO Box 40 Post Falls, ID 83854 USA",Net 30,2026-03-13 00:00:00,1550,House Account,1
Invoice,2026-02-11 00:00:00,244883,JM00578,Legacy Heating and Cooling:Leg-GU Crimont Hall - Restroom Reno,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-13 00:00:00,1925,House Account,1
Invoice,2026-02-11 00:00:00,244615-2,32346,Bruce Heating & Air Conditioning Inc.:BRU-Framatone Warehouse 9,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-13 00:00:00,1586,House Account,1
Invoice,2026-02-11 00:00:00,244996,1247949,"Campbell & Company, Inc.:Cam-Canyon View Apartments - Kennewick","2828 W Irving St Pasco, WA 99301 USA",Net 30,2026-03-13 00:00:00,1785,House Account,1
Invoice,2026-02-11 00:00:00,244217,24313008,McKinstry Company:MCK-Fairchild AFB - ADAL Flight Simulat,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-13 00:00:00,2668,House Account,1
Invoice,2026-02-11 00:00:00,244143-1,32119,Bruce Heating & Air Conditioning Inc.:BRU-Wenatchee Riverfront Multi-Family,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-13 00:00:00,58525,House Account,1
Invoice,2026-02-11 00:00:00,244453,Kalispell - Fans,Air Design:ADE-Affinity - Kalispell,"1807 E. Francis Spokane, WA 99208 USA",Net 30,2026-03-13 00:00:00,3895,House Account,1
Invoice,2026-02-11 00:00:00,244633,32362,Bruce Heating & Air Conditioning Inc.:BRU-CarMax - Richland Store #6181,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-13 00:00:00,195,House Account,1
Invoice,2026-02-11 00:00:00,245041-1,32542,Bruce Heating & Air Conditioning Inc.:BRU-Specialty Retailer (Natural Grocers,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-13 00:00:00,2734.29,House Account,1
Invoice,2026-02-11 00:00:00,244667,JM00578,Legacy Heating and Cooling:Leg-GU Crimont Hall - Restroom Reno,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-13 00:00:00,1310,House Account,1
Invoice,2026-02-11 00:00:00,243536,9692,Metalcraft Mechanical:Met-Pinecroft F5 TI,"11547 N Warren St Hayden, ID 83835 USA",Net 30,2026-03-13 00:00:00,1440,House Account,1
Invoice,2026-02-11 00:00:00,242962,31671,Bruce Heating & Air Conditioning Inc.:BRU-Equipment Share Ground-Up - Wenatch,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-13 00:00:00,1000,House Account,1
Invoice,2026-02-11 00:00:00,245247,20728,Bruce Heating & Air Conditioning Inc.:BRU-Bruce Heating Small Projects,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-13 00:00:00,1112,House Account,1
Invoice,2026-02-11 00:00:00,245357,8295-PO7146,Total System Services,"8227 44th Ave W Suite G Mukilteo, WA 98275",Net 30,2026-03-13 00:00:00,629.99,House Account,1
Invoice,2026-02-11 00:00:00,243947-1,23939/W-00001,Apollo Mechanical Contractors:APO-Hermiston School District - Weber F,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-03-13 00:00:00,763,House Account,1
Invoice,2026-02-11 00:00:00,244991,98565346,Norstar Heating & Cooling:NST-Regal Care - Greenacres,"662 S Main St Colville, WA 99114 USA",Net 30,2026-03-13 00:00:00,1234,House Account,1
Invoice,2026-02-11 00:00:00,242935,S325-W-00002,Apollo Mechanical Contractors:APO-SIA - New Admin Building - REBID -,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-03-13 00:00:00,63000,House Account,1
Invoice,2026-02-11 00:00:00,244063-1,32113,Bruce Heating & Air Conditioning Inc.:BRU-Nespelem Longhouse -Confederated Tr,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-13 00:00:00,231,House Account,1
Invoice,2026-02-11 00:00:00,244678,25191CNC,Legacy Heating and Cooling:Leg-413 and 417 Sandpoint Apartments,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-13 00:00:00,8639,House Account,1
Invoice,2026-02-11 00:00:00,240826-1,25103CNC,Legacy Heating and Cooling:Leg-LPOSD - Sandpoint High School CTE B,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-13 00:00:00,2096.68,House Account,1
Invoice,2026-02-11 00:00:00,244525,JM00578,Legacy Heating and Cooling:Leg-GU Crimont Hall - Restroom Reno,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-13 00:00:00,1000,House Account,1
Invoice,2026-02-12 00:00:00,245271,32464,Bruce Heating & Air Conditioning Inc.:BRU-Holiday Inn Express & Suites - Kenn,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-14 00:00:00,1237,House Account,1
Invoice,2026-02-12 00:00:00,242962-1,31671,Bruce Heating & Air Conditioning Inc.:BRU-Equipment Share Ground-Up - Wenatch,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-14 00:00:00,15320,House Account,1
Invoice,2026-02-12 00:00:00,243275-2,M2990/W-00016,Apollo Mechanical Contractors:APO-Three Rivers Convention Expansion -,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-03-14 00:00:00,36068,House Account,1
Invoice,2026-02-12 00:00:00,244209,25220CNC,Legacy Heating and Cooling:Leg-Boundary County Justice Building,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-14 00:00:00,2188.9,House Account,1
Invoice,2026-02-12 00:00:00,245031,260013,Absolute Comfort Technology:AMY-Astria Toppenish Hospital,"106 West Mead Avenue Yakima, WA 98902 USA",Net 30,2026-03-14 00:00:00,761,House Account,1
Invoice,2026-02-12 00:00:00,245396,WA2788,Legacy Heating and Cooling,"110 W. Lions Way Hayden, ID 83835 USA",Net 30,2026-03-14 00:00:00,216,House Account,1
Invoice,2026-02-12 00:00:00,239376,620856-086,Basin Refrigeration & Heating:Bas-Microtel Inn and Suites - Ephrata,"10158 Kinder Moses Lake, WA 98837 USA",Net 30,2026-03-14 00:00:00,1275,House Account,1
Invoice,2026-02-12 00:00:00,243365-1,9692,Metalcraft Mechanical:Met-Pinecroft F5 TI,"11547 N Warren St Hayden, ID 83835 USA",Net 30,2026-03-14 00:00:00,1233,House Account,1
Invoice,2026-02-12 00:00:00,243390,C250193,Bruce Heating & Air Conditioning Inc.:BRU-RWC - Pasco,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-14 00:00:00,21115,House Account,1
Invoice,2026-02-13 00:00:00,245463,23517-216647,Total Energy Management:TOT-Bridgeport Elementary School Modern,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-15 00:00:00,157,House Account,1
Invoice,2026-02-13 00:00:00,245513,Cabinet gorge,Steelhead Mechanical,"PO Box 6245 Spokane, WA 99217 USA",Net 30,2026-03-15 00:00:00,29,House Account,1
Invoice,2026-02-13 00:00:00,245120,Barnes South,Evergreen Heating:EVH-Evergreen Heating Small Projects,"PO Box 2527 Spokane, WA 99220 USA",Net 30,2026-03-15 00:00:00,2020,House Account,1
Invoice,2026-02-13 00:00:00,244524,26015163,McKinstry Company:MCK-Honeywell MET Lab,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-15 00:00:00,137440,House Account,1
Invoice,2026-02-13 00:00:00,245390,WA2787,Legacy Heating and Cooling,"110 W. Lions Way Hayden, ID 83835 USA",Net 30,2026-03-15 00:00:00,764,House Account,1
Invoice,2026-02-13 00:00:00,244970,23267-216456,Total Energy Management:TOT-Columbia Basin College - Student Ho,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-15 00:00:00,275,House Account,1
Invoice,2026-02-13 00:00:00,243967-1,32115,Bruce Heating & Air Conditioning Inc.:BRU-STCU - Othello,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-15 00:00:00,176,House Account,1
Invoice,2026-02-13 00:00:00,244073,26008174,McKinstry Company:MCK-Honeywell Electronics WWTP,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-15 00:00:00,4128,House Account,1
Invoice,2026-02-13 00:00:00,243751,32037,Bruce Heating & Air Conditioning Inc.:BRU-College Place Public Schools-Field,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-15 00:00:00,5520,House Account,1
Invoice,2026-02-13 00:00:00,243535,9692,Metalcraft Mechanical:Met-Pinecroft F5 TI,"11547 N Warren St Hayden, ID 83835 USA",Net 30,2026-03-15 00:00:00,20055,House Account,1
Invoice,2026-02-13 00:00:00,244891,26021CR-ID,Legacy Heating and Cooling,"110 W. Lions Way Hayden, ID 83835 USA",Net 30,2026-03-15 00:00:00,3816,,
Invoice,2026-02-13 00:00:00,239377,620856-086,Basin Refrigeration & Heating:Bas-Microtel Inn and Suites - Ephrata,"10158 Kinder Moses Lake, WA 98837 USA",Net 30,2026-03-15 00:00:00,891,House Account,1
Invoice,2026-02-13 00:00:00,245041-2,32542,Bruce Heating & Air Conditioning Inc.:BRU-Specialty Retailer (Natural Grocers,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-15 00:00:00,1093.71,House Account,1
Invoice,2026-02-13 00:00:00,244958,32529,Bruce Heating & Air Conditioning Inc.:BRU-Bruce Heating Small Projects,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-15 00:00:00,240,House Account,1
Invoice,2026-02-13 00:00:00,244677,25191CNC,Legacy Heating and Cooling:Leg-413 and 417 Sandpoint Apartments,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-15 00:00:00,2522.8,House Account,1
Invoice,2026-02-16 00:00:00,241990-1,24-28-B,Mackin & Little:MCL-Wenatchee Valley YMCA,"2627 E. Trent Avenue Spokane, WA 99202 USA",Net 30,2026-03-18 00:00:00,1714,House Account,1
Invoice,2026-02-16 00:00:00,245271-1,32464,Bruce Heating & Air Conditioning Inc.:BRU-Holiday Inn Express & Suites - Kenn,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-18 00:00:00,24668,House Account,1
Invoice,2026-02-16 00:00:00,243153,3-25059-004,Silverline HVAC:SIL-The Helix at Innovation Center Apar,"4121 W Clearwater Ave, Kennewick, WA 99336 USA",Net 30,2026-03-18 00:00:00,480,House Account,1
Invoice,2026-02-16 00:00:00,245264,32464,Bruce Heating & Air Conditioning Inc.:BRU-Holiday Inn Express & Suites - Kenn,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-18 00:00:00,180,House Account,1
Invoice,2026-02-16 00:00:00,239374,620856-086,Basin Refrigeration & Heating:Bas-Microtel Inn and Suites - Ephrata,"10158 Kinder Moses Lake, WA 98837 USA",Net 30,2026-03-18 00:00:00,879,House Account,1
Invoice,2026-02-16 00:00:00,244801,C25-0043-543,Pro Mechanical Services Inc:Pro-Lake Chelan Health EMS & Admin Buil,"PO Box 6526 Spokane, WA 99217 USA",Net 30,2026-03-18 00:00:00,825,House Account,1
Invoice,2026-02-16 00:00:00,243852-1,649364,"MacDonald-Miller Facility Solutions, Inc.:MAC-University of Idaho - Wallace Resid","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-18 00:00:00,9072.54,House Account,1
Invoice,2026-02-16 00:00:00,244180,Missoula Louvers/Hoods,Air Design:ADE-Affinity at Missoula,"1807 E. Francis Spokane, WA 99208 USA",Net 30,2026-03-18 00:00:00,5010,House Account,1
Invoice,2026-02-16 00:00:00,245289,VELC,Steelhead Mechanical:STE-Valley School District - Valley Ear,"PO Box 6245 Spokane, WA 99217 USA",Net 30,2026-03-18 00:00:00,437,House Account,1
Invoice,2026-02-16 00:00:00,245323,1249086,"Campbell & Company, Inc.:Cam-Esprit De Corps ""The Wash"" Laundry","2828 W Irving St Pasco, WA 99301 USA",Net 30,2026-03-18 00:00:00,750,House Account,1
Invoice,2026-02-16 00:00:00,245515,32550,Bruce Heating & Air Conditioning Inc.:BRU-Bruce Heating Small Projects,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-18 00:00:00,907,House Account,1
Invoice,2026-02-17 00:00:00,244073-1,26008174,McKinstry Company:MCK-Honeywell Electronics WWTP,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-19 00:00:00,500,House Account,1
Invoice,2026-02-17 00:00:00,243075-1,"Tulip Buildings - Hauser,","Alpine Summit Heating & Cooling:Ash-Tulip Buildings - Hauser, ID","904 East Teton Road Athol, ID 83801 USA",Immediate,2026-02-17 00:00:00,36.9,House Account,1
Invoice,2026-02-17 00:00:00,245483,Tulip Bldg 2,"Alpine Summit Heating & Cooling:Ash-Tulip Buildings - Hauser, ID","904 East Teton Road Athol, ID 83801 USA",Net 30,2026-03-19 00:00:00,1593.18,House Account,1
Invoice,2026-02-17 00:00:00,245285,SS3231/W-00002,Apollo Mechanical Contractors:APO-Spokane Felts Field Terminal Remodel,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-03-19 00:00:00,1201,House Account,1
Invoice,2026-02-17 00:00:00,243034-1,PO-2570-003,Hurliman Heating:HUR-U of I - Food Research Center TI -,"515 S Dishman Mica Rd Spokane, WA 99206 USA",Net 30,2026-03-19 00:00:00,15439,House Account,1
Invoice,2026-02-17 00:00:00,244618,32344,Bruce Heating & Air Conditioning Inc.:BRU-Framatone Warehouse 9,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-19 00:00:00,3460,House Account,1
Invoice,2026-02-17 00:00:00,244211-3,25220CNC,Legacy Heating and Cooling:Leg-Boundary County Justice Building,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-19 00:00:00,4402.18,House Account,1
Invoice,2026-02-18 00:00:00,242303,106267277,Dayco Heating & Air:Day-Our Lady of the Desert Parish,"11 N Auburn St Kennewick, WA 99336 USA",Net 30,2026-03-20 00:00:00,1400,House Account,1
Invoice,2026-02-18 00:00:00,243970,32118,Bruce Heating & Air Conditioning Inc.:BRU-STCU - Othello,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-20 00:00:00,876,House Account,1
Invoice,2026-02-18 00:00:00,245624,26049018,McKinstry Company:MCK-McKinstry Spokane Small Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-20 00:00:00,895,House Account,1
Invoice,2026-02-18 00:00:00,244363-2,188369283-001,Sturm Heating & Air Conditioning:STU-AGRI Storage Unit PF - Dept. of Agr,"1112 N Nelson St Spokane, WA 99202 USA",Net 30,2026-03-20 00:00:00,200,House Account,1
Invoice,2026-02-18 00:00:00,244780,23387-216356,Total Energy Management:TOT-YVFWC-Yakima Valley Family Workers,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-20 00:00:00,75,House Account,1
Invoice,2026-02-18 00:00:00,245242,32838,"Gropp Heating, Air & Electric:Gro-Moscow City Shop","PO Box 8929 Moscow, ID 83843 USA",Net 30,2026-03-20 00:00:00,623.28,House Account,1
Invoice,2026-02-18 00:00:00,245287,26037159,McKinstry Company:MCK-McKinstry Spokane Small Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-20 00:00:00,2992,House Account,1
Invoice,2026-02-18 00:00:00,241078-2,23517-214053,Total Energy Management:TOT-Bridgeport Elementary School Modern,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-20 00:00:00,5741,House Account,1
Invoice,2026-02-18 00:00:00,244466,S325-W-00005,Apollo Mechanical Contractors:APO-SIA - New Admin Building - REBID -,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-03-20 00:00:00,4060,House Account,1
Invoice,2026-02-19 00:00:00,245713,26007CNC,Legacy Heating and Cooling:Leg-Special Projects,"110 Lions Way Hayden, ID 83835 USA",Net 30,2026-03-21 00:00:00,85.86,House Account,1
Invoice,2026-02-19 00:00:00,244142,32120,Bruce Heating & Air Conditioning Inc.:BRU-Wenatchee Riverfront Multi-Family,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-21 00:00:00,60620,House Account,1
Invoice,2026-02-19 00:00:00,243273-2,23474-213549,Total Energy Management:TOT-HMIS - Eastern Plateau Fire Station,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-21 00:00:00,3757,House Account,1
Invoice,2026-02-19 00:00:00,245767,Post St,Steelhead Mechanical,"PO Box 6245 Spokane, WA 99217 USA",Net 30,2026-03-21 00:00:00,32,House Account,1
Invoice,2026-02-19 00:00:00,245634,718-1482279A,Johnstone Supply - Spokane,"1212 E Front St Fax 509 533 9884 Spokane, WA 99202",Net 30,2026-03-21 00:00:00,412.65,,
Invoice,2026-02-19 00:00:00,245322,1249086,"Campbell & Company, Inc.:Cam-Esprit De Corps ""The Wash"" Laundry","2828 W Irving St Pasco, WA 99301 USA",Net 30,2026-03-21 00:00:00,3850,,
