Opco,Bill-to,zip_ora,city_ora,Ship to's,state_ora,row_number,PartyNumber,country_ora,address2_ora,address3_ora,validated_at,zip_original,FaxNumber_ora,city_original,record_status,AddressBill-to,AddressShip-to,state_original,PaymentTerm_ora,entity_name_ora,PhoneNumber1_ora,PhoneNumber2_ora,confidence_level,confidence_score,EmailAddress1_ora,EmailAddress2_ora,TaxIdentifier_ora,address1_original,address2_original,ContactPerson1_ora,ContactPerson2_ora,FaxNumber_original,SITE1_address1_ora,SITE2_address1_ora,entity_name_original,PhoneNumber1_original,PhoneNumber2_original,EmailAddress1_original,EmailAddress2_original,TaxIdentifier_original,ContactPerson1_original,ContactPerson2_original
Airetech,Y,72143,SEARCY,Y,AR,1331,2340,US,,,2026-01-09 04:58:03,AR,,,READY,,,SEARCY,NET 30,WALMART STORES INC,+15012792024,,HIGH,80,,,,405 BOOTH ROAD,,,,,405 BOOTH RD,,WALMART DISTRIBUTION CENTER,72143,,,,,,
Airetech,Y,72712,BENTONVILLE,Y,AR,1332,2341,US,,,NaT,AR,,,READY,,,BENTONVILLE,NET 30,WALMART STORES INC,+14792738404,,MEDIUM,70,,,DIRECT PAY,PO BOX 8040,,,,,PO BOX 8040,,WALMART STORES INC,72712,,,,DIRECT PAY,,
Airetech,Y,72701,FAYETTEVILLE,,AR,1333,2342,US,,,2026-01-09 04:58:04,AR,+14794420426,,READY,,,FAYETTEVILLE,NET 30,WARDEN CONTRACTING INC,+14796841807,,HIGH,80,,,,3784 EAST SPYGLASS HILL DRIVE,,Steve Warden,,479-442-0426,3784 E SPYGLASS HILL DR,,WARDEN CONTRACTING INC,72701,,,,,STEVE WARDEN,
Airetech,Y,74170,TULSA,,OK,1334,2343,US,,,NaT,OK,+19186453741,,READY,,,TULSA,NET 30,WAREHOUSE MARKET,+19187496621,,MEDIUM,70,,,,PO BOX 702280,,Ben Mercer,,918-645-3741,PO BOX 702280,,WAREHOUSE MARKET,74170,,,,,BEN MERCER,
Airetech,Y,74429,COWETA,,OK,1335,2344,US,,,2026-01-09 04:58:06,OK,,,READY,,,COWETA,NET 30,WARFEATHER CONSTRUCTION LLC,+19187402087,,HIGH,80,,,,10250 S 287TH EAST AVENUE,,Adam Oglesbee,,,10250 S 287TH E AVE,,WARFEATHER CONSTRUCTION LLC,74429,,,,,ADAM OGLESBEE,
Airetech,Y,74147-0372,TULSA,Y,OK,1336,2345,US,,,NaT,OK,,,READY,,,TULSA,NET 30,WARREN PROFESSIONAL BLDG CORP,+19184928100,,MEDIUM,70,accounting@wpbctulsa.com,,,ACCOUNTING@WPBCTULSA.COM,PO BOX 470372,Josie Geus,,,PO BOX 470372,,WARREN PROFESSIONAL BLDG CORP,74147-0372,,accounting@wpbctulsa.com,,,JOSIE GEUS,
Airetech,Y,72701,FAYETTEVILLE,,AR,1337,2346,US,STE 530,,2026-01-09 04:58:09,AR,+14794441648,,READY,,,FAYETTEVILLE,NET 30,WASHINGTON COUNTY COURTHOUSE,+14794441707,,HIGH,80,,,,280 N COLLEGE,SUITE 530,,,479-444-1648,280 N COLLEGE,,WASHINGTON COUNTY COURTHOUSE,72701,,,,,,
Airetech,Y,74003,BARTLESVILLE,,OK,1338,2347,US,,,2026-01-09 04:58:10,OK,+19183363213,,READY,,,BARTLESVILLE,NET 30,WATTERS HEATING & AIR SERVICE,+19183370584,,HIGH,80,,,,711 SW FRANK PHILLIPS BLVD,,Amey Watters,,918-336-3213,711 SW FRANK PHILLIPS BLVD,,WATTERS HEATING AND AIR SERVICE,74003,,,,,AMEY WATTERS,
Airetech,Y,74033,GLENPOOL,,OK,1339,2348,US,,,NaT,OK,,,READY,,,GLENPOOL,NET 30,WATTS COMPANY,+19185144524,,MEDIUM,70,adamholley@thewattsco.com,,,adamholley@thewattsco.com,PO BOX 251,Cody Watts,,,PO BOX 251,,WATTS COMPANY,74033,,adamholley@thewattsco.com,,,CODY WATTS,
Airetech,Y,72076,JACKSONVILLE,,AR,1340,2349,US,,,2026-01-09 04:58:12,AR,,,READY,,,JACKSONVILLE,NET 30,WATTS HOME IMPROVEMENTS,+15014256471,,HIGH,80,,,,209 N SPRING,,Robert Watts,,,209 N SPRING,,WATTS HOME IMPROVEMENTS,72076,,,,,ROBERT WATTS,
Airetech,Y,72390,WEST HELENA,,AR,1363,2372,US,,,NaT,AR,,,READY,,,WEST HELENA,NET 30,WOOTENS HEATING & COOLING,,,MEDIUM,70,,,,PO BOX 2016,,,,,PO BOX 2016,,WOOTENS HEATING AND COOLING,72390,,,,,,
Airetech,Y,74063,SAND SPRINGS,,OK,1341,2350,US,,,2026-01-09 04:58:14,OK,,,READY,,,SAND SPRINGS,NET 30,WEBCO INDUSTRIES INC,+19182411000,,HIGH,80,webco_ap@webcotube.com,,,EMAIL: WEBCO_AP@WEBCOTUBE.COM,9101 WEST 21ST STREET,Andrew Knox,,,9101 W 21ST ST,,WEBCO INDUSTRIES INC,74063,,webco_ap@webcotube.com,,,ANDREW KNOX,
Airetech,Y,72076,JACKSONVILLE,,AR,1342,2351,US,,,2026-01-09 04:58:16,AR,,,READY,,,JACKSONVILLE,NET 30,WECO AUTOMOTIVE LIFTS & EQUIP,+15015544460,,HIGH,80,,,,1200 HICKMAN STREET,,Joseph Fritts,,,1200 HICKMAN ST,,WECO AUTOMOTIVE LIFTS AND EQUIP,72076,,,,,JOSEPH FRITTS,
Airetech,Y,74127,TULSA,N,OK,1343,2352,US,,,2026-01-09 04:58:17,OK,+19184281620,,READY,,,TULSA,NET 30,WEDLAKE FABRICATING INC,+19184281641,,HIGH,80,ap@wedlake.net,,65554,AP@WEDLAKE.NET,3989 N OSAGE DRIVE,,,918-428-1620,3989 N OSAGE DR,,WEDLAKE FABRICATING INC,74127,,ap@wedlake.net,,65554,,
Airetech,Y,72143,SEARCY,N,AR,1344,2353,US,,,NaT,AR,,,READY,,,"SEARCY,",NET 30,WEIR ELECTRIC INC,+15012781726,,HIGH,100,bbweir57@gmail.com,,,BBWEIR57@GMAIL.COM,245 RAYBURN ROAD,Billy Weir,,,245 RAYBURN RD,,WEIR ELECTRIC INC,72143,,bbweir57@gmail.com,,,BILLY WEIR,
Airetech,Y,74012,BROKEN ARROW,,OK,1345,2354,US,,,2026-01-09 04:58:20,OK,+19182515397,,READY,,,BROKEN ARROW,NET 30,WERCO MANUFACTURING,+19182516880,,HIGH,80,,,155372,415 E HOUSTON STREET,,Nicole Brockman,,918-251-5397,415 E HOUSTON ST,,WERCO MANUFACTURING,74012,,,,155372,NICOLE BROCKMAN,
Airetech,Y,72219-2320,LITTLE ROCK,,AR,1346,2355,US,,,NaT,AR,+15012355639,,READY,,,LITTLE ROCK,NET 30,WESCO DISTRIBUTION INC,+14797502188,,MEDIUM,70,,,,PO BOX 192320,,,,501-235-5639,PO BOX 192320,,WESCO DISTRIBUTION INC,72219-2320,,,,,,
Airetech,Y,72764,SPRINGDALE,,AR,1347,2356,US,,,2026-01-09 04:58:22,AR,,,READY,,,SPRINGDALE,NET 30,WEST ARK ELECTRIC INC,,,HIGH,80,,,039815-72-001,705 N OLD MISSOURI RD,,,,,705 N OLD MISSOURI RD,,WEST ARK ELECTRIC INC,72764,,,,039815-72-001,,
Airetech,Y,71913,HOT SPRINGS,Y,AR,1348,2357,US,,,2026-01-09 04:58:24,AR,+15017672083,,READY,,,HOT SPRINGS,NET 30,WEST SHORES RETIREMENT,+15017671200,,HIGH,80,,,,2607 ALBERT PIKE ROAD,,Joanna,,501-767-2083,2607 ALBERT PIKE RD,,WEST SHORES RETIREMENT,71913,,,,,JOANNA,
Airetech,Y,72802,RUSSELLVILLE,,AR,1349,2358,US,,,NaT,AR,+14799679226,,READY,,,RUSSELLVILLE,NET 30,WESTERN MILLWRIGHT SERVICES INC,+14799686852,,HIGH,100,,,,96 CHEROKEE LOOP LANE,,Carol Western,,479-967-9226,96 CHEROKEE LOOP LN,,WESTERN MILLWRIGHT SERVICES INC,72802,,,,,CAROL WESTERN,
Airetech,Y,72211,LITTLE ROCK,,AR,1350,2359,US,,,NaT,AR,,,READY,,,LITTLE ROCK,NET 30,WHISENVEST REALTY,+15016879400,,HIGH,100,,,,1701 CENTERVIEW DRIVE,,,,,1701 CENTERVIEW DR,,WHISENVEST REALTY,72211,,,,,,
Airetech,Y,72081,JUDSONIA,,AR,1351,2360,US,,,NaT,AR,,,READY,,,JUDSONIA,NET 30,WHITE COUNTY CENTRAL SCHOOL,+15017293992,,HIGH,100,,,,3259 HIGHWAY 157,,Sheila Whitlow,,,3259 HWY 157,,WHITE COUNTY CENTRAL SCHOOL,72081,,,,,SHEILA WHITLOW,
Airetech,Y,72501,BATESVILLE,,AR,1352,2361,US,,,2026-01-09 04:58:30,AR,,,READY,,,BATESVILLE,NET 30,WHITE RIVER MEDICAL CENTER,+18706138093,,HIGH,80,,,070028-84-001,1710 HARRISON,,Bobby Littleton,,,1710 HARRISON,,WHITE RIVER MEDICAL CENTER,72501,,,,070028-84-001,BOBBY LITTLETON,
Airetech,Y,71913,HOT SPRINGS,Y,AR,1353,2362,US,,,NaT,AR,+15017605566,,READY,,,HOT SPRINGS,NET 30,WHOLESALE ELEC SUPPLY CO,+15017605551,,HIGH,100,,,0024893-SLS,132 CRACKER BOX LANE,,,,501-760-5566,132 CRACKER BOX LN,,WHOLESALE ELEC SUPPLY CO,71913,,,,0024893-SLS,,
Airetech,Y,75504,TEXARKANA,Y,TX,1354,2363,US,,,NaT,TX,+14794195144,,READY,,,TEXARKANA,NET 30,WHOLESALE ELECTRIC SUPPLY LOWELL,+14794195434,,MEDIUM,70,,,00024893-SLS,PO BOX 1258,,,,479-419-5144,PO BOX 1258,,WHOLESALE ELECTRIC SUPPLY LOWELL,75504,,,,00024893-SLS,,
Airetech,Y,75501,TEXARKANA,N,TX,1355,2364,US,,,NaT,TX,+15013760311,,READY,,,"TEXARKANA,",NET 30,WHOLESALE ELECTRIC SUPPLY,+15013725154,,MEDIUM,70,ap@netwes.com,,0024893-SLS,EMAIL: AP@NETWES.COM,PO BOX 1258,Randy Tankersley,,501-376-0311,PO BOX 1258,,WHOLESALE ELECTRIC SUPPLY LR,75501,,ap@netwes.com,,0024893-SLS,RANDY TANKERSLEY,
Airetech,Y,75504,TEXARKANA,N,TX,1356,2365,US,,,NaT,TX,+19037922720,,READY,,,TEXARKANA,NET 30,WHOLESALE ELECTRIC SUPPLY,+19037943404,,MEDIUM,70,,,2489378015,PO BOX 1258,,,,903-792-2720,PO BOX 1258,,WHOLESALE ELECTRIC SUPPLY TX,75504,,,,2489378015,,
Airetech,Y,74014,BROKEN ARROW,,OK,1376,2385,US,,,2026-01-09 04:58:54,OK,,,READY,,,BROKEN ARROW,NET 30,ZEECO INC,+182588551,,HIGH,80,,,,22151 EAST 91ST STREET,,,,,22151 E 91ST ST,,ZEECO INC,74014,,,,,,
Airetech,Y,74121,TULSA,,OK,1357,2366,US,MAIL DROP 44-AP,,NaT,OK,+19189256039,,READY,,,TULSA,NET 30,WILLIAMS HEADQUARTERS,+19185737575,,MEDIUM,70,,,,PO BOX 21218,MAIL DROP 44-AP,,,918-925-6039,PO BOX 21218,,WILLIAMS HEADQUARTERS,74121,,,,,,
Airetech,Y,72403,JONESBORO,Y,AR,1358,2367,US,,,NaT,AR,,,READY,,,JONESBORO,NET 30,WILLIAMS MECHANICAL SERVICE,+18702039832,,MEDIUM,70,,,31977716001,PO BOX 17038,,Brooke - A/R,,,PO BOX 17038,,WILLIAMS MECHANICAL SERVICE,72403,,,,31977716001,BROOKE - A/R,
Airetech,Y,72712,BENTONVILLE,,AR,1359,2368,US,,,2026-01-09 04:58:33,AR,,,READY,,,BENTONVILLE,NET 30,WILLOUGHBY USED AUTO & EQUIP,+14794510000,,HIGH,80,,,,14814 JACK CRABTREE ROAD,,Burt,,,14814 JACK CRABTREE RD,,WILLOUGHBY USED AUTO AND EQUIP,72712,,,,,BURT,
Airetech,Y,72765,SPRINGDALE,,AR,1360,2369,US,,,NaT,AR,+14797572916,,READY,,,SPRINGDALE,NET 30,WILLOW CREEK WOMENS HOSP,+14797574094,,MEDIUM,70,,,,PO BOX 2045,,Judy Hudson,,479-757-2916,PO BOX 2045,,WILLOW CREEK WOMENS HOSP,72765,,,,,JUDY HUDSON,
Airetech,Y,72957,VAN BUREN,Y,AR,1361,2370,US,,,NaT,AR,,,READY,,,VAN BUREN,NET 30,WILSONS HEAT & AIR,+14794748789,,MEDIUM,70,,,141317-17-001,"715 KERR ST PVT, 72956",PO BOX 364,Accounts Payable,,,PO BOX 364,715 KERR ST PVT 72956,WILSONS HEAT AND AIR,72957,,,,141317-17-001,ACCOUNTS PAYABLE,
Airetech,Y,72501,BATESVILLE,,AR,1362,2371,US,,,2026-01-09 04:58:35,AR,+18706981857,,READY,,,BATESVILLE,NET 30,WOODLAWN HEIGHTS,+18707937195,,HIGH,80,,,00070067-SLS,2800 NEELEY STREET,,Sarena Adcox,,870-698-1857,2800 NEELEY ST,,WOODLAWN HEIGHTS,72501,,,,00070067-SLS,SARENA ADCOX,
Airetech,Y,74120,TULSA,,OK,1364,2373,US,,,2026-01-09 04:58:37,OK,+19185844723,,READY,,,TULSA,NET 30,WORTMAN CENTRAL AIR,+19185844721,,HIGH,80,,,,1612 E 6TH STREET,,Peggy Huckabee Sam,,918-584-4723,1612 E 6TH ST,,WORTMAN CENTRAL AIR,74120,,,,,"PEGGY HUCKABEE, SAM",
Airetech,Y,74119,TULSA,,OK,1365,2374,US,WALLACE WOZENCRAFT,,2026-01-09 04:58:39,OK,+19186646100,,READY,,,TULSA,NET 30,WOZENCRAFT & ASSOCIATES,+19185824813,,HIGH,80,,,,1619 S BOSTON AVENUE,WALLACE WOZENCRAFT,Rebecca Land,,918-664-6100,1619 S BOSTON AVE,,WOZENCRAFT AND ASSOCIATES,74119,,,,,REBECCA LAND,
Airetech,Y,74103,TULSA,,OK,1366,2375,US,STE 800,,2026-01-09 04:58:41,OK,,,READY,,,TULSA,NET 30,WRIGHT BUILDING,+19186951886,,HIGH,80,,,,115 W 3RD STREET,SUITE 800,,,,115 W 3RD ST,,WRIGHT BUILDING,74103,,,,,,
Airetech,Y,74962,VIAN,N,OK,1367,2376,US,,,NaT,OK,,,READY,,,VIAN,NET 30,WRIGHTS ELECTRIC HTG & AIR INC,+19187735303,,MEDIUM,70,jackie@haveitdonewright.com,,,JACKIE@HAVEITDONEWRIGHT.COM,PO BOX 436,Jackie Wright-Brake,,,PO BOX 436,,WRIGHTS ELECTRIC HTG AND AIR INC,74962,,jackie@haveitdonewright.com,,,JACKIE WRIGHT-BRAKE,
Airetech,Y,60045-5201,LAKE FOREST,,IL,1368,2377,US,,,NaT,IL,+18476473163,,READY,,,LAKE FOREST,NET 30,WW GRAINGER INC,+18475351000,,HIGH,100,,,,100 GRAINGER PARKWAY,,,,847-647-3163,100 GRAINGER PKWY,,WW GRAINGER INC,60045-5201,,,,,,
Airetech,Y,74370,WYANDOTTE,,OK,1369,2378,US,,,2026-01-09 04:58:45,OK,,,READY,,,WYANDOTTE,NET 30,WYANDOTTE WELLNESS CENTER,+19185416793,,HIGH,80,,,,1 TURTLE DRIVE,,Dannie,,,1 TURTLE DR,,WYANDOTTE WELLNESS CENTER,74370,,,,,DANNIE,
Airetech,Y,72802-8452,RUSSELLVILLE,N,AR,1370,2379,US,,,2026-01-09 04:58:46,AR,+14792801925,,READY,,,RUSSELLVILLE,NET 30,YATES HEATING & AIR COND,+14792801924,,HIGH,80,,,311339-75-001,1605 S ELMIRA AVENUE,,,,479-280-1925,1605 S ELMIRA AVE,,YATES HEATING AND AIR COND,72802-8452,,,,311339-75-001,,
Airetech,Y,74103,TULSA,,OK,1371,2380,US,STE 200,,2026-01-09 04:58:49,OK,,,READY,,,TULSA,NET 30,YMCA OF GREATER TULSA,+19187283912,,HIGH,80,,,894927,420 S MAIN ST,SUITE 200,Lynn Squires,,,420 S MAIN ST,,YMCA OF GREATER TULSA,74103,,,,894927,LYNN SQUIRES,
Airetech,Y,53201,MILWAUKEE,,WI,1372,2381,US,,,NaT,WI,,,READY,,,MILWAUKEE,NET 30,YORK INTERNATIONAL US BRANCHES WI,+18003822804,,MEDIUM,70,,,3020376001,PO BOX 2147,,,,,PO BOX 2147,,YORK INTERNATIONAL US BRANCHES WI,53201,,,,3020376001,,
Airetech,Y,44511,YOUNGSTOWN,N,OH,1373,2382,US,,,NaT,OH,+13307887513,,READY,,,YOUNGSTOWN,NET 30,YORK MAHONING MECH CONT INC,+13307887011,,MEDIUM,70,,,,PO BOX 3077,,,,330-788-7513,PO BOX 3077,,YORK MAHONING MECH CONT INC,44511,,,,,,
Airetech,Y,74956,SHADY POINT,Y,OK,1374,2383,US,,,NaT,OK,+19186470459,,READY,,,SHADY POINT,NET 30,YOUNG HEATING & AIR,+19186472495,,HIGH,100,,,515974,26386 US HWY 59,,Accounts Payable,,918-647-0459,26386 US HWY 59,,YOUNG HEATING AND AIR,74956,,,,515974,ACCOUNTS PAYABLE,
Airetech,Y,74401-2218,MUSKOGEE,,OK,1375,2384,US,,,2026-01-09 04:58:52,OK,,,READY,,,MUSKOGEE,NET 30,YOUNG SHEET METAL INC,+19186821172,,HIGH,80,,,,2601 WEST SHAWNEE STREET,,,,,2601 W SHAWNEE ST,,YOUNG SHEET METAL INC,74401-2218,,,,,,
Airetech,Y,11572,OCEANSIDE,,NY,1377,2386,US,STE 100,,2026-01-09 04:58:55,NY,,,READY,,,OCEANSIDE,NET 30,ZELKA HVAC,,,HIGH,80,,,,3520 HARGALE ROAD,SUITE 100,Bob,,,3520 HARGALE RD,,ZELKA HVAC,11572,,,,,BOB,
Airetech,Y,72936,FORT SMITH,,AR,1378,2387,US,,,NaT,AR,+14796460850,,READY,,,FORT SMITH,NET 30,ZERO MOUNTAIN INC,+14796467757,,MEDIUM,70,,,,PO BOX 6209,,Toni Bell,,479-646-0850,PO BOX 6209,,ZERO MOUNTAIN INC,72936,,,,,TONI BELL,
Airetech,Y,65583,WAYNESVILLE,,MO,1379,2388,US,,,2026-01-09 04:58:57,MO,+15737745311,,READY,,,WAYNESVILLE,NET 30,ZIESON CONSTRUCTION CO LLC,+15737745310,,HIGH,80,,,,22750 SPRUCE ROAD,,,,573-774-5311,22750 SPRUCE RD,,ZIESON CONSTRUCTION CO LLC,65583,,,,,,
Airetech,Y,72023,CABOT,N,AR,1380,2389,US,,,2026-01-09 04:58:58,AR,,,READY,,,"CABOT,",,ALLFAM BOWLING & ENTERTAINMENT,+15019418681,,HIGH,80,,,,2350 LAKEWOOD DRIVE,,,,,2350 LAKEWOOD DR,,ALLFAM BOWLING AND ENTERTAINMENT,72023,,,,,,
Airetech,Y,73106,OKLAHOMA CITY,N,OK,1381,2390,US,,,2026-01-09 04:59:01,OK,,,READY,,,"OKLAHOMA CITY,",,CLIMACOOL CORPORATION,+14058153012,,HIGH,80,,,STS10084427,15 S VIRGINIA,,Judy,,,15 S VIRGINIA,,CLIMACOOL CORPORATION,73106,,,,STS10084427,JUDY,
Airetech,Y,54656,SPARTA,N,WI,1382,2391,US,,,NaT,WI,,,READY,,,"SPARTA,",,MULTISTACK,+16083662400,,MEDIUM,70,,,,1065 MAPLE AVE,PO BOX 510,,,,PO BOX 510,1065 MAPLE AVE,MULTISTACK,54656,,,,,,
Airetech,Y,72223,LITTLE ROCK,N,AR,1383,2392,US,,,2026-01-09 04:59:02,AR,,,READY,,,"LITTLE ROCK,",,SILVER DEVELOPMENT,,,HIGH,80,,,,1 CHENAL VILLAGE CIRCLE,,,,,1 CHENAL VILLAGE CIR,,SILVER DEVELOPMENT,72223,,,,,,
Airetech,Y,71968,ROYAL,N,AR,1384,2393,US,,,2026-01-09 04:59:04,71968,,,READY,,,"ROYAL, AR",,WINDOW MART,+18039449508,,HIGH,80,,,,5760 ALBERT PIKE ROAD,,,,,5760 ALBERT PIKE RD,,WINDOW MART,71968,,,,,,
Airetech,Y,72207,LITTLE ROCK,N,AR,1385,2394,US,,,2026-01-09 04:59:05,AR,,,READY,,,"LITTLE ROCK,",,CASA MANANA RESTAURANT,+15019445146,,HIGH,80,,,,6820 CANTRELL ROAD,,,,,6820 CANTRELL RD,,CASA MANANA RESTAURANT,72207,,,,,,
Airetech,Y,72118,NORTH LITTLE ROCK,N,AR,1386,2395,US,,,NaT,AR,,,READY,,,"NORTH LITTLE ROCK,",,DIAMOND STATE HEAT & AIR,+15018038108,,HIGH,100,angie@diamondstatehvac.com,,78214899-SLS,ANGIE@DIAMONDSTATEHVAC.COM,7706 FOREST ROAD,Angie Mears,,,7706 FOREST RD,,DIAMOND STATE HEAT AND AIR,72118,,angie@diamondstatehvac.com,,78214899-SLS,ANGIE MEARS,
Airetech,Y,71635,CROSSETT,N,AR,1387,2396,US,,,NaT,AR,+18703647612,,READY,,,"CROSSETT,",,ARKANSAS OREGON PNEUMATICS,+18703642129,,MEDIUM,70,,,045882-02-001,PO BOX 578,,Jan Kennedy,,8703647612,PO BOX 578,,ARKANSAS OREGON PNEUMATICS,71635,,,,045882-02-001,JAN KENNEDY,
Airetech,Y,46143,GREENWOOD,N,IN,1388,2397,US,,,NaT,IN,,,READY,,,"GREENWOOD,",,COMMERCIAL FACILITIES MANAGEMENT,+15016238513,,HIGH,100,,,0005791740-IN,1785 GOLDEN FIELD DRIVE,,Tony Allen,,,1785 GOLDEN FIELD DR,,COMMERCIAL FACILITIES MANAGEMENT,46143,,,,0005791740-IN,TONY ALLEN,
Airetech,Y,72143,SEARCY,N,AR,1389,2398,US,,,NaT,AR,+15017241340,,READY,,,"SEARCY,",,MASON HEATING & AIR CONDITIONING,+15013050188,,HIGH,100,masonheatandair@outlook.com,,00245589-SLS,MASONHEATANDAIR@OUTLOOK.COM,"1560 W BEEBE CAPPS, STE C127",Ladonna Mason,,5017241340,1560 W BEEBE CAPPS STE C127,,MASON HEATING AND AIR CONDITIONING,72143,,masonheatandair@outlook.com,,00245589-SLS,LADONNA MASON,
Airetech,Y,72046,ENGLAND,N,AR,1390,2399,US,,,NaT,AR,+15018420664,,READY,,,"ENGLAND,",,LMT CONSTRUCTORS LLC,+15018420661,,MEDIUM,70,,,,PO BOX 46,,Nan Adams,,5018420664,PO BOX 46,,LMT CONSTRUCTORS LLC,72046,,,,,NAN ADAMS,
Airetech,Y,74128,TULSA,N,OK,1391,2400,US,,,2026-01-09 04:59:12,OK,+19182343811,,READY,,,"TULSA,",,*USE 2099* THE ROSS GROUP,+19182347675,,HIGH,80,,,,6 SOUTH 109TH E PLACE,,Jerry,,9182343811,6 S 109TH E PL,,*USE 2099* THE ROSS GROUP,74128,,,,,JERRY,
Airetech,Y,78840,DEL RIO,N,TX,1392,2401,US,,,NaT,TX,+18302168407,,READY,,,"DEL RIO,",,AIR SOLUTIONS COOLING HEATING & E,+18307750057,,HIGH,100,airsolutionsinvoice@gmail.com,,,AIRSOLUTIONSINVOICE@GMAIL.COM,2210 EAST US HIGHTWAY 90,Barbara Huerta,,8302168407,2210 E US HIGHTWAY 90,,AIR SOLUTIONS COOLING HEATING AND E,78840,,airsolutionsinvoice@gmail.com,,,BARBARA HUERTA,
Airetech,Y,72712,BENTONVILLE,N,AR,1393,2402,US,,,2026-01-09 04:59:16,AR,,,READY,,,"BENTONVILLE,",,SOUTHWEST 4 & A LLC,+19288144191,,HIGH,80,,,,700 SE 5TH STREET #1,,Arlita Sanders,,,700 SE 5TH ST #1,,SOUTHWEST 4 AND A LLC,72712,,,,,ARLITA SANDERS,
Airetech,Y,72756,ROGERS,N,AR,1394,2403,US,,,2026-01-09 04:59:18,AR,,,READY,,,"ROGERS,",,TOWN & COUNTRY PLUMBING INC,,,HIGH,80,,,,126 KELLEY DRIVE,,,,,126 KELLEY DR,,TOWN AND COUNTRY PLUMBING INC,72756,,,,,,
Airetech,Y,72023,CABOT,N,AR,1395,2404,US,,,NaT,AR,+15018432505,,READY,,,"CABOT,",,GEO ENERGY SOLUTIONS,+15018432407,,HIGH,100,,,00255366-SLS,210 GP MURRELL DRIVE,,Sandra/Kevin,,5018432505,210 GP MURRELL DR,,GEO ENERGY SOLUTIONS,72023,,,,00255366-SLS,SANDRA/KEVIN,
Airetech,Y,65802,SPRINGFIELD,N,MO,1396,2405,US,,,2026-01-09 04:59:21,MO,,,READY,,,"SPRINGFIELD,",,REW MATERIALS,+14178936568,,HIGH,80,,,123456789,1315 W CHESTNUT EXPY,,Phillip Edwards,,,1315 W CHESTNUT EXPY,,REW MATERIALS,65802,,,,123456789,PHILLIP EDWARDS,
Airetech,Y,72745,FAYETTEVILLE,Y,AR,1397,2406,US,,,2026-01-09 04:59:23,AR,+14795755717,,READY,,,"FAYETTEVILLE,",,UNIVERSITY OF ARK TECHNOLOGY DEVELO,+14795757298,,HIGH,80,,,,535 W RESEARCH CENTER BLVD,,Bruce Wooldridge,,4795755717,535 W RESEARCH CENTER BLVD,,UNIVERSITY OF ARK TECHNOLOGY DEVELO,72745,,,,,BRUCE WOOLDRIDGE,
Airetech,Y,74965,WESTVILLE,N,OK,1398,2407,US,,,2026-01-09 04:59:24,OK,,,REVIEW,,,"WESTVILLE,",,TEAGUE HEATING AIR & REFRIGERATIO,+19185750004,,LOW,84,teagueha@gmail.com,,STS1558446204,TEAGUEHA@GMAIL.COM,,Wes Teague,,,,,TEAGUE HEATING AIR AND REFRIGERATIO,74965,,teagueha@gmail.com,,STS1558446204,WES TEAGUE,
Airetech,Y,65802,SPRINGFIELD,N,MO,1399,2408,US,,,2026-01-09 04:59:26,MO,,,READY,,,"SPRINGFIELD,",,HOFFMAN SUPPLY COMPANY,+14797503550,,HIGH,80,,,123456789,501 NORTH BELCREST,,,,,501 N BELCREST,,HOFFMAN SUPPLY COMPANY,65802,,,,123456789,,
Airetech,Y,72764,SPRINGDALE,N,AR,1400,2409,US,,,2026-01-09 04:59:28,AR,,,READY,,,"SPRINGDALE,",,JONES CENTER FOR THE FAMILIES,+14797568090,,HIGH,80,,,,922 E EMMA AVE,,Randy Southwood,,,922 E EMMA AVE,,JONES CENTER FOR THE FAMILIES,72764,,,,,RANDY SOUTHWOOD,
Airetech,Y,72756,ROGERS,N,AR,1401,2410,US,,,2026-01-09 04:59:29,AR,,,READY,,,"ROGERS,",,TY KING,,,HIGH,80,,,,1421 RUSTIC DRIVE,,Ty King,,,1421 RUSTIC DR,,TY KING,72756,,,,,TY KING,
Airetech,Y,74338,COLCORD,N,OK,1402,2411,US,,,NaT,OK,,,READY,,,"COLCORD,",,WILLIAM R FARRIS,,,HIGH,100,,,,19712 COUNTRY ROAD 480,,William Farris,,,19712 COUNTRY RD 480,,WILLIAM R FARRIS,74338,,,,,WILLIAM FARRIS,
Airetech,Y,74103,TULSA,N,OK,1403,2412,US,,,2026-01-09 04:59:34,OK,,,READY,,,"TULSA,",,WIGGINS PROPERTIES LLC,+19188996055,,HIGH,80,,,,507 S MAIN STREET STE 402,,,,,507 S MAIN ST STE 402,,WIGGINS PROPERTIES LLC,74103,,,,,,
Airetech,Y,74008,BIXBY,N,OK,1404,2413,US,,,NaT,OK,+19182701599,,READY,,,"BIXBY,",,THE RIVERSIDE GROUP,+19182701501,,HIGH,100,invoicews@rvsginc.com,,,INVOICEWS@RVSGINC.COM,13238 S PEONA AVE,Bre Blackwell,,9182701599,13238 S PEONA AVE,,THE RIVERSIDE GROUP,74008,,invoicews@rvsginc.com,,,BRE BLACKWELL,
